movie_odid,display_name,release_date,territory,release_pattern,distributor
198640100,Begin Again,2014-07-03,Slovakia,Wide,
198640100,Begin Again,2014-07-03,Thailand,Wide,
198640100,Begin Again,2014-07-03,Ukraine,Wide,
198640100,Begin Again,2014-07-04,Finland,Wide,
198640100,Begin Again,2014-07-04,Poland,Wide,
198640100,Begin Again,2014-07-04,Vietnam,Wide,
198640100,Begin Again,2014-07-09,Philippines,Wide,
198640100,Begin Again,2014-07-10,Croatia,Wide,
198640100,Begin Again,2014-07-10,Czech Republic,Wide,
198640100,Begin Again,2014-07-11,Romania,Wide,
198640100,Begin Again,2014-07-11,United Kingdom,Wide,
198640100,Begin Again,2014-07-17,Netherlands,Wide,
198640100,Begin Again,2014-07-18,Norway,Wide,
198640100,Begin Again,2014-07-18,Sweden,Wide,
198640100,Begin Again,2014-07-24,Hungary,Wide,
198640100,Begin Again,2014-07-24,New Zealand,Wide,
198640100,Begin Again,2014-08-29,Austria,Wide,
198640100,Begin Again,2014-12-26,Taiwan,Wide,
198640100,Begin Again,2015-06-26,China,Wide,
198660100,The Christmas Candle,2013-11-15,North America,Limited,Echolight Studios
198660100,The Christmas Candle,2013-12-13,United Kingdom,Wide,
198680100,Life of Crime,2014-08-29,North America,Limited,Lionsgate/Roadside Attractions
198690100,Pete's Christmas,2013-12-05,Italy,Wide,
198700100,"Pororo, the Racing Adventure",2015-05-15,Russia (CIS),Wide,
198700100,"Pororo, the Racing Adventure",2015-10-23,United Kingdom,Limited,
198710100,Menu degustacio,2014-04-18,North America,Limited,Magnolia Pictures
198720100,A Walk Among the Tombstones,2014-09-19,North America,Wide,Universal
198730100,Khumba,2013-10-11,Poland,Wide,
198730100,Khumba,2013-10-24,Slovenia,Wide,
198730100,Khumba,2013-10-25,Bulgaria,Wide,
198730100,Khumba,2013-10-25,South Africa,Wide,
198730100,Khumba,2013-10-31,Croatia,Wide,
198730100,Khumba,2013-11-07,Hungary,Wide,
198730100,Khumba,2013-11-07,Serbia and Montenegro,Wide,
198730100,Khumba,2013-11-22,Romania,Wide,
198730100,Khumba,2013-12-05,Portugal,Wide,
198730100,Khumba,2013-12-06,North America,Limited,Alchemy
198730100,Khumba,2014-04-11,United Kingdom,Wide,
198730100,Khumba,2014-05-09,Ecuador,Wide,
198730100,Khumba,2014-06-05,Slovakia,Wide,
198730100,Khumba,2014-06-13,Taiwan,Wide,
198730100,Khumba,2014-06-25,Belgium,Wide,
198730100,Khumba,2014-06-25,Netherlands,Wide,
198730100,Khumba,2014-07-03,Argentina,Wide,
198730100,Khumba,2014-07-03,Brazil,Wide,
198730100,Khumba,2014-07-03,Uruguay,Wide,
198730100,Khumba,2014-07-18,Latvia,Wide,
198730100,Khumba,2014-07-18,Lithuania,Wide,
198730100,Khumba,2014-07-18,Turkey,Wide,
198730100,Khumba,2014-07-24,Russia (CIS),Wide,
198730100,Khumba,2014-07-25,Estonia,Wide,
198730100,Khumba,2014-12-31,China,Wide,
198740100,People of a Feather,2013-11-08,North America,Limited,First Run Features
198760100,The Pervert's Guide to Ideology,2013-11-01,North America,Limited,Zeitgeist
198780100,Gekijoban Mahou Shojo Madoka Magica Shinpen Hangyoku no Monogatari,2013-12-06,North America,Limited,Eleven Arts
198780100,Gekijoban Mahou Shojo Madoka Magica Shinpen Hangyoku no Monogatari,2018-03-15,South Korea,Wide,
198790100,Son of God,2014-02-28,North America,Wide,20th Century Fox
198790100,Son of God,2014-05-09,Taiwan,Wide,
198790100,Son of God,2014-07-03,Hong Kong,Wide,
198800100,Gone Girl,2014-10-03,Australia,Wide,
198800100,Gone Girl,2014-10-03,Hong Kong,Wide,
198800100,Gone Girl,2014-10-03,North America,Wide,20th Century Fox
198800100,Gone Girl,2014-10-10,Spain,Wide,
198800100,Gone Girl,2014-12-12,Japan,Wide,
198800100,Gone Girl,2014-12-19,Italy,Wide,
198810100,The Double,2014-05-09,North America,Limited,Magnolia Pictures
198820100,The Grand Budapest Hotel,2014-03-05,Belgium,Wide,
198820100,The Grand Budapest Hotel,2014-03-06,Germany,Wide,
198820100,The Grand Budapest Hotel,2014-03-07,Austria,Wide,
198820100,The Grand Budapest Hotel,2014-03-07,North America,Limited,Fox Searchlight
198820100,The Grand Budapest Hotel,2014-03-07,United Kingdom,Wide,
198820100,The Grand Budapest Hotel,2014-03-13,Czech Republic,Wide,
198820100,The Grand Budapest Hotel,2014-03-13,Netherlands,Wide,
198820100,The Grand Budapest Hotel,2014-03-14,Lithuania,Wide,
198820100,The Grand Budapest Hotel,2014-03-20,Argentina,Wide,
198820100,The Grand Budapest Hotel,2014-03-20,Hong Kong,Wide,
198820100,The Grand Budapest Hotel,2014-03-20,South Korea,Wide,
198820100,The Grand Budapest Hotel,2014-03-21,Spain,Wide,
198820100,The Grand Budapest Hotel,2014-03-21,Sweden,Wide,
198820100,The Grand Budapest Hotel,2014-04-10,Australia,Wide,
198820100,The Grand Budapest Hotel,2014-04-10,Italy,Wide,
198820100,The Grand Budapest Hotel,2014-04-11,New Zealand,Limited,
198820100,The Grand Budapest Hotel,2014-04-18,Taiwan,Wide,
198820100,The Grand Budapest Hotel,2014-04-24,Peru,Wide,
198820100,The Grand Budapest Hotel,2014-05-01,Bahrain,Wide,
198820100,The Grand Budapest Hotel,2014-05-01,Lebanon,Wide,
198820100,The Grand Budapest Hotel,2014-05-15,Ukraine,Wide,
198820100,The Grand Budapest Hotel,2014-06-06,Japan,Wide,
198820100,The Grand Budapest Hotel,2014-07-03,Brazil,Wide,
198820100,The Grand Budapest Hotel,2014-07-18,Colombia,Wide,
198820100,The Grand Budapest Hotel,2014-07-25,India,Wide,
198840100,Ahi va el diablo,2013-12-13,North America,Limited,Magnolia Pictures
198850100,Murder Eleven,2013-10-01,North America,Limited,Indican Pictures
198870100,Fading Gigolo,2014-04-17,Italy,Wide,
198870100,Fading Gigolo,2014-04-18,North America,Limited,Alchemy
198870100,Fading Gigolo,2014-04-30,Spain,Wide,
198870100,Fading Gigolo,2014-05-01,Argentina,Wide,
198870100,Fading Gigolo,2014-05-01,Brazil,Wide,
198870100,Fading Gigolo,2014-05-02,Colombia,Wide,
198870100,Fading Gigolo,2014-05-09,Poland,Wide,
198870100,Fading Gigolo,2014-05-15,Uruguay,Wide,
198870100,Fading Gigolo,2014-05-23,United Kingdom,Wide,
198870100,Fading Gigolo,2014-06-20,Lithuania,Wide,
198870100,Fading Gigolo,2014-07-03,Greece,Wide,
198870100,Fading Gigolo,2014-07-17,Mexico,Wide,
198870100,Fading Gigolo,2014-07-17,Netherlands,Wide,
198870100,Fading Gigolo,2014-07-24,Chile,Wide,
198870100,Fading Gigolo,2014-07-24,Serbia and Montenegro,Wide,
198910100,The Unknown Known,2014-04-02,North America,Limited,RADiUS-TWC
198920100,The Wait,2014-01-31,North America,Limited,Monterey Media
198920100,The Wait,2016-02-12,Lithuania,Wide,
198950100,Les Salauds,2013-10-11,Canada,Limited,Mongrel Media
198950100,Les Salauds,2013-10-18,Brazil,Wide,
198970100,Justin Bieber’s Believe,2013-12-25,North America,Wide,Open Road
198980100,"Nosferatu, eine Symphonie des Grauens",1929-06-03,North America,Limited,
198980100,"Nosferatu, eine Symphonie des Grauens",2009-01-16,Czech Republic,Wide,
199030100,Caucus,2013-10-25,North America,Limited,Bonfire Films of America
199040100,At Berkeley,2013-11-08,North America,Limited,Zipporah
199050100,The Immigrant,2014-05-16,North America,Limited,RADiUS-TWC
199050100,The Immigrant,2014-06-26,Mexico,Wide,
199050100,The Immigrant,2014-06-27,Spain,Wide,
199050100,The Immigrant,2014-07-04,Taiwan,Wide,
199050100,The Immigrant,2014-07-17,Greece,Wide,
199050100,The Immigrant,2015-04-17,Hong Kong,Wide,
199050100,The Immigrant,2015-09-03,South Korea,Wide,
199080100,The Pretty One,2014-02-07,North America,Limited,Dada Films
199090100,Repentance,2014-02-28,North America,Limited,Codeblack Entertainment
199130100,Stalingrad,2013-10-10,Russia (CIS),Wide,Sony Pictures
199130100,Stalingrad,2013-10-10,Ukraine,Wide,
199130100,Stalingrad,2013-10-31,China,Wide,
199130100,Stalingrad,2013-11-29,Latvia,Wide,
199130100,Stalingrad,2013-11-29,Lithuania,Wide,
199130100,Stalingrad,2013-11-29,Poland,Wide,
199130100,Stalingrad,2013-12-06,Estonia,Wide,
199130100,Stalingrad,2014-02-28,North America,IMAX,Sony Pictures Classics
199140100,Doctor Who: The Day of the Doctor,2013-11-23,North America,Special Engagement,NCM Fathom
199160100,Faust,2012-05-11,United Kingdom,Wide,
199160100,Faust,2012-06-20,France,Wide,
199160100,Faust,2012-06-29,Brazil,Wide,
199160100,Faust,2012-06-29,Turkey,Wide,
199160100,Faust,2012-08-17,Sweden,Wide,
199160100,Faust,2012-12-14,Uruguay,Wide,
199160100,Faust,2012-12-20,Argentina,Wide,
199160100,Faust,2013-03-01,Mexico,Wide,
199160100,Faust,2013-04-11,Portugal,Wide,
199160100,Faust,2013-11-15,North America,Limited,Leisure Time Features
199170100,Contracted,2013-11-22,North America,Limited,Arclight Films
199180100,Weekend of a Champion,1975-05-09,Finland,Wide,
199180100,Weekend of a Champion,2013-11-22,North America,Limited,Submarine Deluxe
199200100,Crimson Peak,2015-10-14,Egypt,Wide,
199200100,Crimson Peak,2015-10-14,France,Wide,
199200100,Crimson Peak,2015-10-14,Philippines,Wide,
199200100,Crimson Peak,2015-10-14,Switzerland,Wide,
199200100,Crimson Peak,2015-10-15,Argentina,Wide,
199200100,Crimson Peak,2015-10-15,Austria,Wide,
199200100,Crimson Peak,2015-10-15,Bolivia,Wide,
199200100,Crimson Peak,2015-10-15,Brazil,Wide,
199200100,Crimson Peak,2015-10-15,Central America,Wide,
199200100,Crimson Peak,2015-10-15,Chile,Wide,
199200100,Crimson Peak,2015-10-15,Colombia,Wide,
199200100,Crimson Peak,2015-10-15,Croatia,Wide,
199200100,Crimson Peak,2015-10-15,Czech Republic,Wide,
199200100,Crimson Peak,2015-10-15,Denmark,Wide,
199200100,Crimson Peak,2015-10-15,Germany,Wide,
199200100,Crimson Peak,2015-10-15,Hong Kong,Wide,
199200100,Crimson Peak,2015-10-15,Hungary,Wide,
199200100,Crimson Peak,2015-10-15,Iraq,Wide,
199200100,Crimson Peak,2015-10-15,Lebanon,Wide,
199200100,Crimson Peak,2015-10-15,Malaysia,Wide,
199200100,Crimson Peak,2015-10-15,Netherlands,Wide,
199200100,Crimson Peak,2015-10-15,Oman,Wide,
199200100,Crimson Peak,2015-10-15,Panama,Wide,
199200100,Crimson Peak,2015-10-15,Russia (CIS),Wide,
199200100,Crimson Peak,2015-10-15,Serbia and Montenegro,Wide,
199200100,Crimson Peak,2015-10-15,Singapore,Wide,
199200100,Crimson Peak,2015-10-15,Slovakia,Wide,
199200100,Crimson Peak,2015-10-15,Slovenia,Wide,
199200100,Crimson Peak,2015-10-15,Thailand,Wide,
199200100,Crimson Peak,2015-10-15,Ukraine,Wide,
199200100,Crimson Peak,2015-10-15,United Arab Emirates,Wide,
199200100,Crimson Peak,2015-10-15,Uruguay,Wide,
199200100,Crimson Peak,2015-10-16,Australia,Wide,
199200100,Crimson Peak,2015-10-16,Bulgaria,Wide,
199200100,Crimson Peak,2015-10-16,Ecuador,Wide,
199200100,Crimson Peak,2015-10-16,Estonia,Wide,
199200100,Crimson Peak,2015-10-16,Finland,Wide,
199200100,Crimson Peak,2015-10-16,Iceland,Wide,
199200100,Crimson Peak,2015-10-16,Indonesia,Wide,
199200100,Crimson Peak,2015-10-16,Latvia,Wide,
199200100,Crimson Peak,2015-10-16,New Zealand,Wide,
199200100,Crimson Peak,2015-10-16,North America,Wide,Universal
199200100,Crimson Peak,2015-10-16,North America,IMAX,Universal
199200100,Crimson Peak,2015-10-16,Norway,Wide,
199200100,Crimson Peak,2015-10-16,Romania,Wide,
199200100,Crimson Peak,2015-10-16,Spain,Wide,
199200100,Crimson Peak,2015-10-16,Sweden,Wide,
199200100,Crimson Peak,2015-10-16,Taiwan,Wide,
199200100,Crimson Peak,2015-10-16,Turkey,Wide,
199200100,Crimson Peak,2015-10-16,United Kingdom,Wide,
199200100,Crimson Peak,2015-10-16,Venezuela,Wide,
199200100,Crimson Peak,2015-10-16,Vietnam,Wide,
199200100,Crimson Peak,2015-10-21,Belgium,Wide,
199200100,Crimson Peak,2015-10-22,Greece,Wide,
199200100,Crimson Peak,2015-10-22,Israel,Wide,
199200100,Crimson Peak,2015-10-22,Italy,Wide,
199200100,Crimson Peak,2015-10-22,Portugal,Wide,
199200100,Crimson Peak,2015-10-23,Poland,Wide,
199200100,Crimson Peak,2015-10-30,Mexico,Wide,
199200100,Crimson Peak,2015-10-30,South Africa,Wide,
199200100,Crimson Peak,2015-11-05,Peru,Wide,
199200100,Crimson Peak,2015-11-25,South Korea,Wide,
199200100,Crimson Peak,2016-01-08,Japan,Wide,
199220100,Les beaux jours,2013-10-11,Brazil,Wide,
199220100,Les beaux jours,2013-10-25,Austria,Wide,
199220100,Les beaux jours,2013-10-25,North America,Limited,Mongrel Media
199220100,Les beaux jours,2013-11-29,Spain,Wide,
199220100,Les beaux jours,2014-04-25,North America,Limited,TriBeca Films
199220100,Les beaux jours,2014-06-20,United Kingdom,Wide,
199220100,Les beaux jours,2014-06-26,Greece,Wide,
199230100,The Anonymous People,2013-08-16,North America,Limited,Alive Mind
199340100,Running from Crazy,2013-11-01,North America,Limited,Vitagraph Films
199350100,These Birds Walk,2013-11-01,North America,Limited,Oscilloscope Pictures
199360100,Krrish 3,2013-11-01,North America,Limited,Eros Entertainment
199360100,Krrish 3,2013-11-01,United Kingdom,Wide,
199360100,Krrish 3,2013-12-11,Egypt,Wide,
199420100,Breakfast with Curtis,2013-12-04,North America,Limited,
199460100,The Best of Me,2014-10-17,North America,Wide,Relativity
199460100,The Best of Me,2014-10-31,Australia,Wide,
199460100,The Best of Me,2015-01-09,Germany,Wide,
199460100,The Best of Me,2015-05-01,Spain,Wide,
199460100,The Best of Me,2015-06-18,South Korea,Wide,
199540100,Sole A Catinelle,2013-10-31,Italy,Wide,
199540100,Sole A Catinelle,2013-11-21,Switzerland,Wide,
199560100,Battle of the Damned,2014-06-19,United Arab Emirates,Wide,
199590100,Knights of Badassdom,2014-01-21,North America,Limited,Entertainment One
199600100,Le dernier des injustes,2013-11-22,Austria,Wide,
199600100,Le dernier des injustes,2014-02-07,North America,Limited,Cohen Media Group
199640100,Cesar Chavez,2014-03-28,North America,Limited,Lionsgate
199670100,Gabrielle,2014-04-18,North America,Limited,Entertainment One
199680100,Wakolda,2013-09-19,Argentina,Wide,
199680100,Wakolda,2013-10-11,Spain,Wide,
199680100,Wakolda,2013-12-12,Chile,Wide,
199680100,Wakolda,2014-03-20,Brazil,Wide,
199680100,Wakolda,2014-04-25,North America,Limited,Samuel Goldwyn Films
199680100,Wakolda,2014-07-25,Norway,Wide,
199720100,Cell,2016-06-23,South Korea,Wide,
199720100,Cell,2016-07-08,North America,Limited,Saban Films
199720100,Cell,2016-07-08,Russia (CIS),Wide,
199720100,Cell,2016-07-08,Turkey,Wide,
199720100,Cell,2016-07-14,Italy,Wide,
199720100,Cell,2016-07-22,Mexico,Wide,
199720100,Cell,2016-08-19,Argentina,Wide,
199720100,Cell,2016-08-26,United Kingdom,Wide,
199720100,Cell,2016-09-02,Portugal,Wide,
199720100,Cell,2018-04-13,China,Wide,
199740100,The Railway Man,2014-04-11,North America,Limited,Weinstein Co.
199740100,The Railway Man,2014-06-11,Belgium,Wide,
199740100,The Railway Man,2014-06-13,Taiwan,Wide,
199740100,The Railway Man,2014-06-19,Mexico,Wide,
199740100,The Railway Man,2014-06-20,Turkey,Wide,
199740100,The Railway Man,2014-07-04,Spain,Wide,
199740100,The Railway Man,2014-07-10,Greece,Wide,
199740100,The Railway Man,2014-07-18,Lithuania,Wide,
199740100,The Railway Man,2014-07-24,Peru,Wide,
199740100,The Railway Man,2015-06-25,Germany,Wide,
199750100,"Unsere Mutter, unsere Vater",2014-01-15,North America,Limited,Music Box Films
199770100,Pozitia copiului,2014-02-19,North America,Limited,Zeitgeist
199780100,In Secret,2014-02-21,North America,Limited,Roadside Attractions
199790100,Only Lovers Left Alive,2013-12-12,Croatia,Wide,
199790100,Only Lovers Left Alive,2013-12-25,Germany,Wide,
199790100,Only Lovers Left Alive,2013-12-26,Austria,Wide,
199790100,Only Lovers Left Alive,2014-04-11,North America,Limited,Sony Pictures Classics
199790100,Only Lovers Left Alive,2014-05-22,Lebanon,Wide,
199790100,Only Lovers Left Alive,2014-06-13,Spain,Wide,
199790100,Only Lovers Left Alive,2014-06-19,Slovenia,Wide,
199790100,Only Lovers Left Alive,2014-07-24,Hong Kong,Wide,
199800100,Jersey Boys,2014-06-18,Belgium,Wide,
199800100,Jersey Boys,2014-06-18,France,Wide,
199800100,Jersey Boys,2014-06-18,Italy,Wide,
199800100,Jersey Boys,2014-06-19,Lebanon,Wide,
199800100,Jersey Boys,2014-06-19,Netherlands,Wide,
199800100,Jersey Boys,2014-06-20,North America,Wide,Warner Bros.
199800100,Jersey Boys,2014-06-20,United Kingdom,Wide,
199800100,Jersey Boys,2014-06-26,Argentina,Wide,
199800100,Jersey Boys,2014-06-26,Brazil,Wide,
199800100,Jersey Boys,2014-06-27,Colombia,Wide,
199800100,Jersey Boys,2014-07-03,Australia,Wide,
199800100,Jersey Boys,2014-07-03,Bolivia,Wide,
199800100,Jersey Boys,2014-07-03,Chile,Wide,
199800100,Jersey Boys,2014-07-03,New Zealand,Wide,
199800100,Jersey Boys,2014-07-03,Peru,Wide,
199800100,Jersey Boys,2014-07-03,Uruguay,Wide,
199800100,Jersey Boys,2014-07-16,Philippines,Wide,
199800100,Jersey Boys,2014-07-17,Mexico,Wide,
199800100,Jersey Boys,2014-07-17,Singapore,Wide,
199800100,Jersey Boys,2014-07-25,Ecuador,Wide,
199810100,Live by Night,2016-12-25,North America,Limited,Warner Bros.
199810100,Live by Night,2017-01-13,Bulgaria,Wide,
199810100,Live by Night,2017-01-13,Czech Republic,Wide,
199810100,Live by Night,2017-01-13,North America,Expands Wide,Warner Bros.
199810100,Live by Night,2017-01-13,Portugal,Wide,
199810100,Live by Night,2017-01-13,Russia (CIS),Wide,
199810100,Live by Night,2017-01-13,Slovakia,Wide,
199810100,Live by Night,2017-01-13,Taiwan,Wide,
199810100,Live by Night,2017-01-13,United Kingdom,Wide,
199810100,Live by Night,2017-01-20,France,Wide,
199810100,Live by Night,2017-01-20,Lithuania,Wide,
199810100,Live by Night,2017-01-26,Netherlands,Wide,
199810100,Live by Night,2017-01-27,Argentina,Wide,
199810100,Live by Night,2017-01-27,Australia,Wide,
199810100,Live by Night,2017-01-27,New Zealand,Wide,
199810100,Live by Night,2017-01-27,Spain,Wide,
199810100,Live by Night,2017-02-03,Turkey,Wide,
199810100,Live by Night,2017-03-02,Italy,Wide,
199820100,Unfinished Business,2015-03-05,Australia,Wide,
199820100,Unfinished Business,2015-03-05,Ukraine,Wide,
199820100,Unfinished Business,2015-03-06,North America,Wide,20th Century Fox
199820100,Unfinished Business,2015-03-06,Russia (CIS),Wide,
199820100,Unfinished Business,2015-03-06,United Kingdom,Wide,
199820100,Unfinished Business,2015-05-22,France,Wide,
199820100,Unfinished Business,2015-06-05,Spain,Wide,
199830100,Spy!,2015-05-21,Australia,Wide,
199830100,Spy!,2015-05-21,Hong Kong,Wide,
199830100,Spy!,2015-05-21,Malaysia,Wide,
199830100,Spy!,2015-05-21,Philippines,Wide,
199830100,Spy!,2015-05-21,Singapore,Wide,
199830100,Spy!,2015-05-21,South Korea,Wide,
199830100,Spy!,2015-05-22,Indonesia,Wide,
199830100,Spy!,2015-05-22,New Zealand,Wide,
199830100,Spy!,2015-05-22,Taiwan,Wide,
199830100,Spy!,2015-05-22,Vietnam,Wide,
199830100,Spy!,2015-05-29,Hungary,Wide,
199830100,Spy!,2015-05-29,Thailand,Wide,
199830100,Spy!,2015-06-03,Belgium,Wide,
199830100,Spy!,2015-06-03,Iceland,Wide,
199830100,Spy!,2015-06-04,Argentina,Wide,
199830100,Spy!,2015-06-04,Austria,Wide,
199830100,Spy!,2015-06-04,Bahrain,Wide,
199830100,Spy!,2015-06-04,Croatia,Wide,
199830100,Spy!,2015-06-04,Czech Republic,Wide,
199830100,Spy!,2015-06-04,Germany,Wide,
199830100,Spy!,2015-06-04,Israel,Wide,
199830100,Spy!,2015-06-04,Lebanon,Wide,
199830100,Spy!,2015-06-04,Netherlands,Wide,
199830100,Spy!,2015-06-04,Peru,Wide,
199830100,Spy!,2015-06-04,Portugal,Wide,
199830100,Spy!,2015-06-04,Russia (CIS),Wide,
199830100,Spy!,2015-06-04,Serbia and Montenegro,Wide,
199830100,Spy!,2015-06-04,Slovakia,Wide,
199830100,Spy!,2015-06-04,Slovenia,Wide,
199830100,Spy!,2015-06-04,Ukraine,Wide,
199830100,Spy!,2015-06-04,United Arab Emirates,Wide,
199830100,Spy!,2015-06-04,Uruguay,Wide,
199830100,Spy!,2015-06-05,Brazil,Wide,
199830100,Spy!,2015-06-05,Bulgaria,Wide,
199830100,Spy!,2015-06-05,Estonia,Wide,
199830100,Spy!,2015-06-05,Finland,Wide,
199830100,Spy!,2015-06-05,Kenya,Wide,
199830100,Spy!,2015-06-05,Latvia,Wide,
199830100,Spy!,2015-06-05,Lithuania,Wide,
199830100,Spy!,2015-06-05,Mexico,Wide,
199830100,Spy!,2015-06-05,North America,Wide,20th Century Fox
199830100,Spy!,2015-06-05,Norway,Wide,
199830100,Spy!,2015-06-05,Poland,Wide,
199830100,Spy!,2015-06-05,Romania,Wide,
199830100,Spy!,2015-06-05,South Africa,Wide,
199830100,Spy!,2015-06-05,Sweden,Wide,
199830100,Spy!,2015-06-05,United Kingdom,Wide,
199830100,Spy!,2015-06-05,Venezuela,Wide,
199830100,Spy!,2015-06-12,Turkey,Wide,
199830100,Spy!,2015-06-17,France,Wide,
199830100,Spy!,2015-06-18,Greece,Wide,
199830100,Spy!,2015-06-19,India,Wide,
199830100,Spy!,2015-06-26,Spain,Wide,
199830100,Spy!,2015-07-15,Italy,Wide,
199870100,Life of a King,2014-01-17,North America,Limited,Alchemy
199900100,This is Where I Leave You,2014-09-19,North America,Wide,Warner Bros.
199940100,The Huntsman: Winter’s War,2016-04-06,Italy,Wide,
199940100,The Huntsman: Winter’s War,2016-04-06,Thailand,Wide,
199940100,The Huntsman: Winter’s War,2016-04-07,Austria,Wide,
199940100,The Huntsman: Winter’s War,2016-04-07,Denmark,Wide,
199940100,The Huntsman: Winter’s War,2016-04-07,Germany,Wide,
199940100,The Huntsman: Winter’s War,2016-04-07,Hong Kong,Wide,
199940100,The Huntsman: Winter’s War,2016-04-07,Netherlands,Wide,
199940100,The Huntsman: Winter’s War,2016-04-07,Switzerland,Wide,
199940100,The Huntsman: Winter’s War,2016-04-08,Australia,Wide,
199940100,The Huntsman: Winter’s War,2016-04-08,Mexico,Wide,
199940100,The Huntsman: Winter’s War,2016-04-08,New Zealand,Wide,
199940100,The Huntsman: Winter’s War,2016-04-08,Norway,Wide,
199940100,The Huntsman: Winter’s War,2016-04-08,Poland,Wide,
199940100,The Huntsman: Winter’s War,2016-04-08,Spain,Wide,
199940100,The Huntsman: Winter’s War,2016-04-08,Sweden,Wide,
199940100,The Huntsman: Winter’s War,2016-04-08,Taiwan,Wide,
199940100,The Huntsman: Winter’s War,2016-04-08,United Kingdom,Wide,
199940100,The Huntsman: Winter’s War,2016-04-13,Cambodia,Wide,
199940100,The Huntsman: Winter’s War,2016-04-13,Philippines,Wide,
199940100,The Huntsman: Winter’s War,2016-04-13,South Korea,Wide,
199940100,The Huntsman: Winter’s War,2016-04-14,Malaysia,Wide,
199940100,The Huntsman: Winter’s War,2016-04-14,Russia (CIS),Wide,
199940100,The Huntsman: Winter’s War,2016-04-14,Singapore,Wide,
199940100,The Huntsman: Winter’s War,2016-04-16,Lithuania,Wide,
199940100,The Huntsman: Winter’s War,2016-04-20,Belgium,Wide,
199940100,The Huntsman: Winter’s War,2016-04-20,France,Wide,
199940100,The Huntsman: Winter’s War,2016-04-21,Argentina,Wide,
199940100,The Huntsman: Winter’s War,2016-04-21,Brazil,Wide,
199940100,The Huntsman: Winter’s War,2016-04-21,Chile,Wide,
199940100,The Huntsman: Winter’s War,2016-04-21,China,Wide,
199940100,The Huntsman: Winter’s War,2016-04-21,Colombia,Wide,
199940100,The Huntsman: Winter’s War,2016-04-21,Croatia,Wide,
199940100,The Huntsman: Winter’s War,2016-04-21,Czech Republic,Wide,
199940100,The Huntsman: Winter’s War,2016-04-21,Hungary,Wide,
199940100,The Huntsman: Winter’s War,2016-04-21,Israel,Wide,
199940100,The Huntsman: Winter’s War,2016-04-21,Peru,Wide,
199940100,The Huntsman: Winter’s War,2016-04-21,Portugal,Wide,
199940100,The Huntsman: Winter’s War,2016-04-21,Slovakia,Wide,
199940100,The Huntsman: Winter’s War,2016-04-21,Slovenia,Wide,
199940100,The Huntsman: Winter’s War,2016-04-22,Bulgaria,Wide,
199940100,The Huntsman: Winter’s War,2016-04-22,Finland,Wide,
199940100,The Huntsman: Winter’s War,2016-04-22,North America,Wide,Universal
199940100,The Huntsman: Winter’s War,2016-04-22,South Africa,Wide,
199940100,The Huntsman: Winter’s War,2016-04-22,Turkey,Wide,
199940100,The Huntsman: Winter’s War,2016-04-22,Venezuela,Wide,
199940100,The Huntsman: Winter’s War,2016-04-28,Greece,Wide,
199940100,The Huntsman: Winter’s War,2016-05-06,Panama,Wide,
199940100,The Huntsman: Winter’s War,2016-05-27,Japan,Wide,
199970100,Alien: Covenant,2017-05-04,South Korea,Wide,
199970100,Alien: Covenant,2017-05-12,Australia,Wide,
199970100,Alien: Covenant,2017-05-12,Brazil,Wide,
199970100,Alien: Covenant,2017-05-12,France,Wide,
199970100,Alien: Covenant,2017-05-12,Hong Kong,Wide,
199970100,Alien: Covenant,2017-05-12,India,Wide,
199970100,Alien: Covenant,2017-05-12,Indonesia,Wide,
199970100,Alien: Covenant,2017-05-12,Italy,Wide,
199970100,Alien: Covenant,2017-05-12,Lithuania,Wide,
199970100,Alien: Covenant,2017-05-12,Mexico,Wide,
199970100,Alien: Covenant,2017-05-12,New Zealand,Wide,
199970100,Alien: Covenant,2017-05-12,Poland,Wide,
199970100,Alien: Covenant,2017-05-12,Spain,Wide,
199970100,Alien: Covenant,2017-05-12,Taiwan,Wide,
199970100,Alien: Covenant,2017-05-12,Turkey,Wide,
199970100,Alien: Covenant,2017-05-12,United Kingdom,Wide,
199970100,Alien: Covenant,2017-05-18,Bulgaria,Wide,
199970100,Alien: Covenant,2017-05-18,Netherlands,Wide,
199970100,Alien: Covenant,2017-05-19,Argentina,Wide,
199970100,Alien: Covenant,2017-05-19,Czech Republic,Wide,
199970100,Alien: Covenant,2017-05-19,Germany,Wide,
199970100,Alien: Covenant,2017-05-19,North America,Wide,20th Century Fox
199970100,Alien: Covenant,2017-05-19,Portugal,Wide,
199970100,Alien: Covenant,2017-05-19,Russia (CIS),Wide,
199970100,Alien: Covenant,2017-05-19,Slovakia,Wide,
199970100,Alien: Covenant,2017-05-19,Sweden,Wide,
199970100,Alien: Covenant,2017-06-06,China,Wide,
199970100,Alien: Covenant,2017-09-15,Japan,Wide,
200010100,The Captive,2014-09-05,Canada,Limited,Entertainment One
200010100,The Captive,2014-10-31,Australia,Wide,
200010100,The Captive,2014-12-12,North America,Limited,A24
200010100,The Captive,2015-01-02,Turkey,Wide,
200010100,The Captive,2015-04-24,Mexico,Wide,
200010100,The Captive,2015-05-15,Spain,Wide,
200020100,La migiliore offerta,2014-01-03,North America,Limited,IFC Films
200030100,Soshite chichi ni naru,2013-10-25,Taiwan,Wide,
200030100,Soshite chichi ni naru,2013-10-31,Hong Kong,Wide,
