movie_odid,display_name,release_date,territory,release_pattern,distributor
200030100,Soshite chichi ni naru,2013-11-21,Netherlands,Wide,
200030100,Soshite chichi ni naru,2013-11-29,Spain,Wide,
200030100,Soshite chichi ni naru,2013-12-05,Thailand,Wide,
200030100,Soshite chichi ni naru,2013-12-18,Belgium,Wide,
200030100,Soshite chichi ni naru,2013-12-19,South Korea,Wide,
200030100,Soshite chichi ni naru,2013-12-25,France,Wide,
200030100,Soshite chichi ni naru,2013-12-27,Brazil,Wide,
200030100,Soshite chichi ni naru,2014-01-17,North America,Limited,IFC Films
200040100,Jimmy P.,2014-02-07,Canada,Limited,Mongrel Media
200040100,Jimmy P.,2014-02-14,North America,Limited,IFC Films
200050100,Elaine Stritch: Shoot Me,2014-02-21,North America,Limited,IFC Films
200060100,Zwei Leben,2013-12-26,Austria,Wide,
200060100,Zwei Leben,2014-02-28,North America,Limited,IFC Films
200060100,Zwei Leben,2014-06-11,Belgium,Wide,
200060100,Zwei Leben,2014-07-11,Spain,Wide,
200060100,Zwei Leben,2014-07-17,Netherlands,Wide,
200070100,La grande bellezza,2013-11-15,North America,Limited,Janus Films
200090100,Mission: Impossible—Rogue Nation,2015-07-29,Taiwan,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Argentina,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Australia,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Bolivia,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Bulgaria,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Central America,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Chile,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Colombia,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Croatia,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Czech Republic,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Denmark,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Hong Kong,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Israel,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Malaysia,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Mexico,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Netherlands,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,New Zealand,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Peru,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Philippines,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Serbia and Montenegro,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Singapore,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Slovakia,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,South Korea,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Thailand,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-30,Uruguay,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-31,Ecuador,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-31,Estonia,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-31,Finland,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-31,Lithuania,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-31,Mongolia,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-31,North America,Wide,Paramount Pictures
200090100,Mission: Impossible—Rogue Nation,2015-07-31,North America,IMAX,Paramount Pictures
200090100,Mission: Impossible—Rogue Nation,2015-07-31,Norway,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-31,Romania,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-31,Sweden,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-31,Turkey,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-31,United Kingdom,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-31,Venezuela,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-07-31,Vietnam,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-05,Belgium,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-05,Indonesia,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-05,Ukraine,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-06,Austria,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-06,Germany,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-06,Hungary,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-06,Iraq,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-06,Lebanon,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-06,Russia (CIS),Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-06,Slovenia,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-06,Switzerland,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-06,United Arab Emirates,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-07,India,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-07,Japan,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-07,Kenya,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-07,Latvia,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-07,Poland,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-07,South Africa,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-07,Spain,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-12,France,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-13,Brazil,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-13,Portugal,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-19,Italy,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-08-27,Greece,Wide,
200090100,Mission: Impossible—Rogue Nation,2015-09-07,China,Wide,
200160100,Gori Tere Pyaar Mein,2013-11-17,North America,Limited,Reliance Big Pictures
200160100,Gori Tere Pyaar Mein,2013-11-22,United Kingdom,Wide,
200170100,Singh Saab the Great,2013-11-22,North America,Limited,Eros Entertainment
200170100,Singh Saab the Great,2013-11-29,United Kingdom,Wide,
200180100,Is the Man Who Is Tall Happy?,2013-11-22,North America,Limited,IFC Films
200210100,Tôkyô monogatari,1953-11-03,Japan,Limited,
200210100,Tôkyô monogatari,2013-09-06,Portugal,Limited,
200210100,Tôkyô monogatari,2016-10-07,Australia,Limited,
200220100,Frontera,2014-09-05,North America,Limited,Magnolia Pictures
200260100,Ram-Leela,2013-11-15,Australia,Wide,
200260100,Ram-Leela,2013-11-15,North America,Limited,Eros Entertainment
200270100,Insidious Chapter 3,2015-06-04,Bolivia,Wide,
200270100,Insidious Chapter 3,2015-06-04,Chile,Wide,
200270100,Insidious Chapter 3,2015-06-04,Italy,Wide,
200270100,Insidious Chapter 3,2015-06-04,Lebanon,Wide,
200270100,Insidious Chapter 3,2015-06-04,Malaysia,Wide,
200270100,Insidious Chapter 3,2015-06-04,Peru,Wide,
200270100,Insidious Chapter 3,2015-06-04,Russia (CIS),Wide,
200270100,Insidious Chapter 3,2015-06-04,Singapore,Wide,
200270100,Insidious Chapter 3,2015-06-04,Slovakia,Wide,
200270100,Insidious Chapter 3,2015-06-04,Spain,Wide,
200270100,Insidious Chapter 3,2015-06-04,Ukraine,Wide,
200270100,Insidious Chapter 3,2015-06-04,United Arab Emirates,Wide,
200270100,Insidious Chapter 3,2015-06-04,Uruguay,Wide,
200270100,Insidious Chapter 3,2015-06-04,Vietnam,Wide,
200270100,Insidious Chapter 3,2015-06-05,Czech Republic,Wide,
200270100,Insidious Chapter 3,2015-06-05,Estonia,Wide,
200270100,Insidious Chapter 3,2015-06-05,Latvia,Wide,
200270100,Insidious Chapter 3,2015-06-05,Lithuania,Wide,
200270100,Insidious Chapter 3,2015-06-05,North America,Wide,Focus Features
200270100,Insidious Chapter 3,2015-06-05,Norway,Wide,
200270100,Insidious Chapter 3,2015-06-05,Philippines,Wide,
200270100,Insidious Chapter 3,2015-06-05,Sweden,Wide,
200270100,Insidious Chapter 3,2015-06-05,Taiwan,Wide,
200270100,Insidious Chapter 3,2015-06-05,Turkey,Wide,
200270100,Insidious Chapter 3,2015-06-05,United Kingdom,Wide,
200270100,Insidious Chapter 3,2015-06-11,Cambodia,Wide,
200270100,Insidious Chapter 3,2015-06-18,Argentina,Wide,
200270100,Insidious Chapter 3,2015-06-18,Hungary,Wide,
200270100,Insidious Chapter 3,2015-06-18,Thailand,Wide,
200270100,Insidious Chapter 3,2015-06-19,Poland,Wide,
200270100,Insidious Chapter 3,2015-06-19,Romania,Wide,
200270100,Insidious Chapter 3,2015-06-19,South Africa,Wide,
200270100,Insidious Chapter 3,2015-06-25,Greece,Wide,
200270100,Insidious Chapter 3,2015-06-25,Netherlands,Wide,
200270100,Insidious Chapter 3,2015-06-26,India,Wide,
200270100,Insidious Chapter 3,2015-06-26,Mexico,Wide,
200270100,Insidious Chapter 3,2015-06-26,Venezuela,Wide,
200270100,Insidious Chapter 3,2015-07-02,Germany,Wide,
200270100,Insidious Chapter 3,2015-07-03,Austria,Wide,
200270100,Insidious Chapter 3,2015-07-08,France,Wide,
200270100,Insidious Chapter 3,2015-07-09,South Korea,Wide,
200270100,Insidious Chapter 3,2015-07-15,Belgium,Wide,
200270100,Insidious Chapter 3,2015-07-16,Australia,Wide,
200270100,Insidious Chapter 3,2015-07-23,Hong Kong,Wide,
200270100,Insidious Chapter 3,2015-07-30,Brazil,Wide,
200270100,Insidious Chapter 3,2015-08-06,Portugal,Wide,
200280100,Geograf globus propil,2013-11-07,Russia (CIS),Wide,
200280100,Geograf globus propil,2013-11-07,Ukraine,Wide,
200290100,13 Sins,2014-04-18,North America,Limited,RADiUS-TWC
200290100,13 Sins,2015-08-21,Turkey,Wide,
200330100,Afternoon of a Faun: Tanaquil Le Clercq,2014-02-05,North America,Limited,Kino Lorber
200370100,Raze,2014-01-10,North America,Limited,IFC Midnight
200380100,The Truth About Emanuel,2014-01-10,North America,Limited,TriBeca Films
200390100,The Final Member,2014-04-18,North America,Limited,Drafthouse Films
200400100,The Purge: Anarchy,2014-07-16,Iceland,Wide,
200400100,The Purge: Anarchy,2014-07-17,Hungary,Wide,
200400100,The Purge: Anarchy,2014-07-17,Israel,Wide,
200400100,The Purge: Anarchy,2014-07-17,Lebanon,Wide,
200400100,The Purge: Anarchy,2014-07-17,Slovenia,Wide,
200400100,The Purge: Anarchy,2014-07-18,Bulgaria,Wide,
200400100,The Purge: Anarchy,2014-07-18,Estonia,Wide,
200400100,The Purge: Anarchy,2014-07-18,Finland,Wide,
200400100,The Purge: Anarchy,2014-07-18,Latvia,Wide,
200400100,The Purge: Anarchy,2014-07-18,Lithuania,Wide,
200400100,The Purge: Anarchy,2014-07-18,North America,Wide,Universal
200400100,The Purge: Anarchy,2014-07-18,Norway,Wide,
200400100,The Purge: Anarchy,2014-07-18,Poland,Wide,
200400100,The Purge: Anarchy,2014-07-18,Turkey,Wide,
200400100,The Purge: Anarchy,2014-07-23,France,Wide,
200400100,The Purge: Anarchy,2014-07-23,Italy,Wide,
200400100,The Purge: Anarchy,2014-07-24,Argentina,Wide,
200400100,The Purge: Anarchy,2014-07-24,Chile,Wide,
200400100,The Purge: Anarchy,2014-07-24,Netherlands,Wide,
200400100,The Purge: Anarchy,2014-07-25,Spain,Wide,
200400100,The Purge: Anarchy,2014-07-25,United Kingdom,Wide,
200400100,The Purge: Anarchy,2014-07-31,Austria,Wide,
200410100,Jane Got a Gun,2015-12-31,Germany,Wide,
200410100,Jane Got a Gun,2016-01-27,France,Wide,
200410100,Jane Got a Gun,2016-01-29,North America,Wide,Weinstein Co.
200410100,Jane Got a Gun,2016-02-04,Oman,Wide,
200410100,Jane Got a Gun,2016-02-04,United Arab Emirates,Wide,
200410100,Jane Got a Gun,2016-02-10,Philippines,Wide,
200410100,Jane Got a Gun,2016-02-11,Iraq,Wide,
200410100,Jane Got a Gun,2016-02-18,Singapore,Wide,
200410100,Jane Got a Gun,2016-02-24,Belgium,Wide,
200410100,Jane Got a Gun,2016-03-17,Russia (CIS),Wide,
200410100,Jane Got a Gun,2016-03-17,Thailand,Wide,
200410100,Jane Got a Gun,2016-03-17,Ukraine,Wide,
200410100,Jane Got a Gun,2016-04-22,United Kingdom,Wide,
200410100,Jane Got a Gun,2016-05-06,Spain,Wide,
200410100,Jane Got a Gun,2016-10-14,Portugal,Wide,
200420100,Dumb and Dumber To,2014-11-13,Italy,Wide,
200420100,Dumb and Dumber To,2014-11-14,Netherlands,Wide,
200420100,Dumb and Dumber To,2014-11-14,North America,Wide,Universal
200420100,Dumb and Dumber To,2014-12-12,Taiwan,Wide,
200420100,Dumb and Dumber To,2014-12-19,France,Wide,
200420100,Dumb and Dumber To,2014-12-19,United Kingdom,Wide,
200420100,Dumb and Dumber To,2015-01-01,Russia (CIS),Wide,
200420100,Dumb and Dumber To,2015-01-08,Australia,Wide,
200420100,Dumb and Dumber To,2015-01-08,New Zealand,Wide,
200430100,Regression,2015-10-01,Germany,Wide,
200430100,Regression,2015-10-02,Austria,Wide,
200430100,Regression,2015-10-02,Spain,Wide,
200430100,Regression,2015-10-08,Malaysia,Wide,
200430100,Regression,2015-10-09,Turkey,Wide,
200430100,Regression,2015-10-09,United Kingdom,Wide,
200430100,Regression,2015-10-14,Philippines,Wide,
200430100,Regression,2015-10-15,Greece,Wide,
200430100,Regression,2015-10-15,South Korea,Wide,
200430100,Regression,2015-10-28,Belgium,Wide,
200430100,Regression,2015-10-28,France,Wide,
200430100,Regression,2015-10-28,Switzerland,Wide,
200430100,Regression,2015-10-29,Thailand,Wide,
200430100,Regression,2015-10-30,Canada,Limited,Elevation Pictures
200430100,Regression,2015-10-30,Vietnam,Wide,
200430100,Regression,2015-11-06,Taiwan,Wide,
200430100,Regression,2015-11-12,Netherlands,Wide,
200430100,Regression,2015-12-03,Italy,Wide,
200430100,Regression,2015-12-03,Singapore,Wide,
200430100,Regression,2016-01-28,Portugal,Wide,
200430100,Regression,2016-02-04,Russia (CIS),Wide,
200430100,Regression,2016-02-04,Ukraine,Wide,
200430100,Regression,2016-02-05,North America,Limited,Weinstein Co.
200440100,The Jungle Book,2016-04-07,Argentina,Wide,
200440100,The Jungle Book,2016-04-07,Bolivia,Wide,
200440100,The Jungle Book,2016-04-07,Chile,Wide,
200440100,The Jungle Book,2016-04-07,Colombia,Wide,
200440100,The Jungle Book,2016-04-07,Malaysia,Wide,
200440100,The Jungle Book,2016-04-07,Peru,Wide,
200440100,The Jungle Book,2016-04-07,Russia (CIS),Wide,
200440100,The Jungle Book,2016-04-07,Singapore,Wide,
200440100,The Jungle Book,2016-04-07,Slovakia,Wide,
200440100,The Jungle Book,2016-04-07,Uruguay,Wide,
200440100,The Jungle Book,2016-04-08,Australia,Wide,
200440100,The Jungle Book,2016-04-08,Ecuador,Wide,
200440100,The Jungle Book,2016-04-08,India,Wide,
200440100,The Jungle Book,2016-04-08,Indonesia,Wide,
200440100,The Jungle Book,2016-04-08,Mexico,Wide,
200440100,The Jungle Book,2016-04-13,Belgium,Wide,
200440100,The Jungle Book,2016-04-13,Cambodia,Wide,
200440100,The Jungle Book,2016-04-13,Egypt,Wide,
200440100,The Jungle Book,2016-04-13,France,Wide,
200440100,The Jungle Book,2016-04-13,Thailand,Wide,
200440100,The Jungle Book,2016-04-14,Austria,Wide,
200440100,The Jungle Book,2016-04-14,Brazil,Wide,
200440100,The Jungle Book,2016-04-14,Central America,Wide,
200440100,The Jungle Book,2016-04-14,China,Wide,
200440100,The Jungle Book,2016-04-14,Croatia,Wide,
200440100,The Jungle Book,2016-04-14,Czech Republic,Wide,
200440100,The Jungle Book,2016-04-14,Germany,Wide,
200440100,The Jungle Book,2016-04-14,Iraq,Wide,
200440100,The Jungle Book,2016-04-14,Israel,Wide,
200440100,The Jungle Book,2016-04-14,Italy,Wide,
200440100,The Jungle Book,2016-04-14,Kuwait,Wide,
200440100,The Jungle Book,2016-04-14,Lebanon,Wide,
200440100,The Jungle Book,2016-04-14,Netherlands,Wide,
200440100,The Jungle Book,2016-04-14,Oman,Wide,
200440100,The Jungle Book,2016-04-14,Portugal,Wide,
200440100,The Jungle Book,2016-04-14,Serbia and Montenegro,Wide,
200440100,The Jungle Book,2016-04-14,Slovenia,Wide,
200440100,The Jungle Book,2016-04-14,Ukraine,Wide,
200440100,The Jungle Book,2016-04-14,United Arab Emirates,Wide,
200440100,The Jungle Book,2016-04-15,Bulgaria,Wide,
200440100,The Jungle Book,2016-04-15,Estonia,Wide,
200440100,The Jungle Book,2016-04-15,Finland,Wide,
200440100,The Jungle Book,2016-04-15,Lithuania,Wide,
200440100,The Jungle Book,2016-04-15,New Zealand,Wide,
200440100,The Jungle Book,2016-04-15,North America,Wide,Walt Disney
200440100,The Jungle Book,2016-04-15,North America,IMAX,Walt Disney
200440100,The Jungle Book,2016-04-15,Norway,Wide,
200440100,The Jungle Book,2016-04-15,Poland,Wide,
200440100,The Jungle Book,2016-04-15,South Africa,Wide,
200440100,The Jungle Book,2016-04-15,Spain,Wide,
200440100,The Jungle Book,2016-04-15,Taiwan,Wide,
200440100,The Jungle Book,2016-04-15,Turkey,Wide,
200440100,The Jungle Book,2016-04-15,United Kingdom,Wide,
200440100,The Jungle Book,2016-04-15,United Kingdom,Wide,
200440100,The Jungle Book,2016-04-15,Venezuela,Wide,
200440100,The Jungle Book,2016-04-21,Hungary,Wide,
200440100,The Jungle Book,2016-05-27,Hong Kong,Wide,
200440100,The Jungle Book,2016-06-09,South Korea,Wide,
200440100,The Jungle Book,2016-08-11,Japan,Wide,
200450100,Alice Through the Looking Glass,2016-05-20,Taiwan,Wide,
200450100,Alice Through the Looking Glass,2016-05-26,Argentina,Wide,
200450100,Alice Through the Looking Glass,2016-05-26,Brazil,Wide,
200450100,Alice Through the Looking Glass,2016-05-26,Bulgaria,Wide,
200450100,Alice Through the Looking Glass,2016-05-26,China,Wide,
200450100,Alice Through the Looking Glass,2016-05-26,Czech Republic,Wide,
200450100,Alice Through the Looking Glass,2016-05-26,Germany,Wide,
200450100,Alice Through the Looking Glass,2016-05-26,Italy,Wide,
200450100,Alice Through the Looking Glass,2016-05-26,Slovakia,Wide,
200450100,Alice Through the Looking Glass,2016-05-27,Australia,Wide,
200450100,Alice Through the Looking Glass,2016-05-27,Lithuania,Wide,
200450100,Alice Through the Looking Glass,2016-05-27,Mexico,Wide,
200450100,Alice Through the Looking Glass,2016-05-27,Netherlands,Wide,
200450100,Alice Through the Looking Glass,2016-05-27,New Zealand,Wide,
200450100,Alice Through the Looking Glass,2016-05-27,North America,Wide,Walt Disney
200450100,Alice Through the Looking Glass,2016-05-27,North America,IMAX,Walt Disney
200450100,Alice Through the Looking Glass,2016-05-27,Poland,Wide,
200450100,Alice Through the Looking Glass,2016-05-27,Portugal,Wide,
200450100,Alice Through the Looking Glass,2016-05-27,Russia (CIS),Wide,
200450100,Alice Through the Looking Glass,2016-05-27,Slovenia,Wide,
200450100,Alice Through the Looking Glass,2016-05-27,Spain,Wide,
200450100,Alice Through the Looking Glass,2016-05-27,Turkey,Wide,
200450100,Alice Through the Looking Glass,2016-05-27,United Kingdom,Wide,
200450100,Alice Through the Looking Glass,2016-06-01,France,Wide,
200450100,Alice Through the Looking Glass,2016-06-17,Hong Kong,Wide,
200450100,Alice Through the Looking Glass,2016-06-30,Japan,Wide,
200450100,Alice Through the Looking Glass,2016-09-06,South Korea,Wide,
200450100,Alice Through the Looking Glass,2016-09-07,South Korea,Wide,
200460100,Empire of Dirt,2013-11-22,North America,Limited,Mongrel Media
200470100,Elle s'en va,2013-10-31,Netherlands,Wide,
200470100,Elle s'en va,2013-10-31,Spain,Wide,
200470100,Elle s'en va,2013-11-22,North America,Limited,Mongrel Media
200470100,Elle s'en va,2013-11-28,Australia,Wide,
200470100,Elle s'en va,2013-12-20,Brazil,Wide,
200470100,Elle s'en va,2013-12-20,Lithuania,Wide,
200470100,Elle s'en va,2014-03-14,North America,Limited,Cohen Media Group
200470100,Elle s'en va,2014-07-24,Uruguay,Wide,
200580100,Blackhat,2015-01-16,North America,Wide,Universal
200580100,Blackhat,2015-01-16,Poland,Wide,
200580100,Blackhat,2015-01-16,Taiwan,Wide,
200580100,Blackhat,2015-01-16,Turkey,Wide,
200580100,Blackhat,2015-01-23,Hong Kong,Wide,
200580100,Blackhat,2015-01-23,Netherlands,Wide,
200580100,Blackhat,2015-01-30,Russia (CIS),Wide,
200580100,Blackhat,2015-01-30,Spain,Wide,
200580100,Blackhat,2015-02-06,Germany,Wide,
200580100,Blackhat,2015-02-20,United Kingdom,Wide,
200580100,Blackhat,2015-03-13,Italy,Wide,
200580100,Blackhat,2015-03-20,France,Wide,
200590100,The Boy Next Door,2015-01-22,Ukraine,Wide,
200590100,The Boy Next Door,2015-01-23,North America,Wide,Universal
200590100,The Boy Next Door,2015-02-27,Taiwan,Wide,
200590100,The Boy Next Door,2015-02-27,United Kingdom,Wide,
200590100,The Boy Next Door,2015-03-12,Netherlands,Wide,
200590100,The Boy Next Door,2015-03-13,Hong Kong,Wide,
200590100,The Boy Next Door,2015-03-19,Austria,Wide,
200590100,The Boy Next Door,2015-03-19,Germany,Wide,
200590100,The Boy Next Door,2015-03-19,Slovenia,Wide,
200590100,The Boy Next Door,2015-03-19,Spain,Wide,
200590100,The Boy Next Door,2015-03-19,Uruguay,Wide,
200590100,The Boy Next Door,2015-03-20,Mexico,Wide,
200590100,The Boy Next Door,2015-03-26,Brazil,Wide,
200590100,The Boy Next Door,2015-03-26,Russia (CIS),Wide,
200590100,The Boy Next Door,2015-03-27,Bulgaria,Wide,
