movie_odid,display_name,rental_revenue,vod_revenue,rental_and_vod_revenue,streaming_revenue,est_revenue
181630100,How to Make Money Selling Drugs,,18903,84729,30864,
181710100,"Syngue sabour, pierre de patience",,,,116871,
181750100,Holy Motors,,,,,
181760100,Chasing Ice,,,,,
181770100,You're Next,,,9482610,7728498,1537827
181860100,Brooklyn Castle,,,,,
181960100,Flight of the Butterflies,,41462,,,
181990100,Admission,,,23958006,7728498,1104274
182000100,No Good Deed,13616434,11301290,,14745997,3672731
182010100,Smurfs: The Lost Village,6352510,32354328,,12120997,6682631
182040100,Vous n'avez encore rien vu,,,,25000,
182070100,Cesare deve morire,,,,25000,
182110100,Emperor,,,2577254,3748498,888386
182140100,LUV,,,,123634,
182170100,Officer Down,,,,25000,
182260100,The Central Park Five,,,188769,,
182270100,The House I Live In,,17407,360381,,
182330100,Dark Skies,,,12829762,7728498,1712028
182470100,Ye Ying - Le promeneur d'oiseau,,37129,,25000,
182600100,Save the Date,,,,,
182660100,Gayby,,,545306,,
182700100,Starlet,,,,,
182720100,56 Up,,,,552256,
182730100,A Haunted House,,22712162,18758204,12120997,2462229
182740100,The Devil's Hand,,299411,,25000,
182810100,Jesus Christ Superstar Live,,,,,
182820100,The Peanuts Movie,8338197,31353700,,19000000,18297562
182920100,Hangul,,,,25000,
182960100,The Incredible Burt Wonderstone,,,28747669,8603498,1592904
182970100,Prisoners,,503930,42534426,14745997,5053052
183020100,Gottfried Helnwein and the Dreaming Child,,,,,
183030100,Wagner & Me,,,,,
183080100,Mea Maxima Culpa: Silence in the House of God,,107553,,,
183090100,The Fitzgerald Family Christmas,,,176613,,
183100100,Saving Mr. Banks,,13288483,12583325,16977247,9928556
183110100,Bears,,4555200,,7728498,
183180100,Wu Dang,,,,,
183280100,Machete Kills,,3154880,8148355,5428498,2174343
183320100,Paranormal Activity: The Ghost Dimension,4971471,10620200,,7728498,700444
183340100,Dangerous Liaisons,,,,,
183360100,California Solo,,,,,
183370100,Oldboy,,3669171,6463673,3748498,474033
183410100,Closed Circuit,,,6889266,5428498,808610
183530100,What Maisie Knew,,,,1574999,
183650100,Ain't in It for My Health: A Film About Levon Helm,,,,88038,
183680100,Any Day Now,,,,,
183690100,Olympus Has Fallen,,3344910,55945545,16977247,12102456
183700100,Getaway,,,8064842,6678498,0
183730100,Dodookdeul,,,,,
183740100,Star Wars Ep. VII: The Force Awakens,22343674,,,19000000,99020960
183810100,Side Effects,,2150764,33379276,10860997,1479555
183850100,Satanic,,85585,,25000,3927
183860100,Delivery Man,,11822652,23457052,10860997,2573002
183880100,Tong que tai,,,,25000,
184070100,Hammer of the Gods,,,,25000,114576
184100100,Hotel Transylvania 2,27648480,117038353,,19000000,20080706
184130100,Struck By Lightning,,,,25000,
184140100,Jason Becker: Not Dead Yet,,,,,
184160100,Le Capital,,,,25000,5953
184200100,The Last Exorcism Part II,,,11242815,7728498,538227
184280100,Greedy Lying Bastards,,,,35438,
184320100,Pawn,,,3258945,25000,
184370100,The Girl,,50066,92333,27600,
184380100,Ha-Sippur Shel Yossi,,,,91513,
184390100,The ABCs of Death,,,,25000,
184400100,The Best Man Holiday,,8585840,16243424,14745997,6688929
184410100,Burn,,71261,207953,,
184430100,Knight of Cups,,488159,,445730,50180
184440100,"Gwanghae, Wangyidoen namja",,,,,
184470100,Haunt,,,,25000,
184530100,The Purge,0,6959370,15673426,14745997,3196946
184600100,Insidious Chapter 2,,,14239391,16977247,3193610
184630100,Tyler Perry's The Single Moms Club,8545697,11793258,,7728498,2435274
184660100,Like Someone in Love,,,,175372,44837
184680100,Frances Ha,,11398,,3748498,
184690100,Much Ado About Nothing,,,,3748498,529218
184710100,Yi jiu si er,,,,,
184730100,Let Fury Have the Hour,,,,,
184780100,Overtime,,,,25000,
184920100,The Brass Teapot,,,,25000,
184960100,Inside Llewyn Davis,,9972292,7330683,6678498,1484789
184970100,Into the White,,,,25000,
184980100,It's a Disaster,,,766047,47894,
185020100,The Lords of Salem,,,1590322,1574999,1534509
185040100,Phantom,,,,1574999,
185060100,Return to the Hiding Place,,,,25000,
185100100,Mumia: Long Distance Revolutionary,,,,29713,
185130100,Bert Stern: Original Mad Man,,,,26779,
185150100,Fantastic Four,9121078,,,14745997,5608198
185160100,The Book of Life,10648335,42625482,,14745997,10621795
185230100,Upstream Color,,,110569,349727,
185260100,The Monuments Men,0,148410654,29472648,16977247,9102032
185390100,Dupa dealuri,,,,92364,
185400100,Love and Honor,,,,25000,
185480100,The Playroom,,,,25000,
185530100,Killing Season,,,9044093,25000,1097080
185550100,The Sapphires,,,,3748498,
185650100,Koch,,,,270066,
185660100,Girl Most Likely,,,4422022,1574999,43109
185670100,Disney Planes,,12563056,13177546,16977247,23708054
185680100,About Last Night,0,21900512,12685772,12120997,2509832
185730100,Ginger & Rosa,,,,1574999,
185760100,The Call,,,43981078,14745997,4137803
185940100,The Iceman,,,4785044,1574999,876226
185990100,Greenwich Village: Music That Defined a Generation,,,,25000,
186070100,The Book Thief,,14880624,13274441,8603498,5721365
186140100,Wrong,,,,36242,
186160100,Arthur Newman,,,,163684,
186170100,Jobs,,,1789584,7728498,0
186180100,Kevin Hart: Let Me Explain,,,14528590,10860997,654627
186190100,Last Passenger,,209070,,25000,
186200100,Tyler Perry's A Madea Christmas,10529382,13159405,,14745997,5274352
186210100,Pirates of the Caribbean: Dead Men Tell No Tales,9160045,98850167,,19000000,16445754
186220100,Tomorrowland,11345804,29693464,,16977247,4748435
186230100,Muppets Most Wanted,6269521,7462752,,14745997,4807171
186240100,I Am Bruce Lee,,,,25000,
186260100,Interview with a Hitman,,,,25000,
186400100,The Loft,8476224,3805445,,5428498,815908
186440100,Stitches,,,,1346645,
186490100,Little Fugitive,,,,,
186530100,Baggage Claim,,4095168,13207861,8603498,1589303
186560100,Welcome to the Punch,,,,25000,
186610100,Lore,,,599520,764131,
186620100,20 Feet From Stardom,,,1372658,3748498,1600011
186630100,Supporting Characters,,,80015,25000,
186680100,Mental,,,,25000,
186690100,Metallica Through the Never,,,153688,3748498,447616
186700100,Hercules,15254808,,155775,14745997,4915394
186770100,The Dinosaur Project,,,1485954,25000,
186790100,The Counselor,,5874080,25089885,7728498,2237899
186900100,The Fifth Estate,,172592,698108,3748498,633090
186910100,Grudge Match,,36939056,28077200,9390998,1833689
186920100,Jessabelle,,3007379,,25000,54538
186990100,Cet obscur objet du desir,,,,25000,
187020100,Sound City,,152028,827130,332997,
187060100,23 Blast,,813563,,432483,
187100100,Girl Rising,,233018,,668969,
187110100,Redemption,,278019,17837344,28890,348010
187140100,Still Mine,,302340,933791,1574999,95394
187220100,Kon-Tiki,,,,1574999,
187260100,Best Man Down,,,,25000,15425
187270100,Das letzte Schweigen,,,,78919,
187340100,Thanks for Sharing,,209444,3681998,1574999,212639
187350100,No One Lives,,,,59158,
187360100,Sightseers,,,,32318,
187380100,The Maze Runner,21743760,124642680,,18767497,14082748
187390100,Night at the Museum: Secret of the Tomb,21548532,70321062,,18767497,12590098
187430100,Don Jon,,1094720,17915556,8603498,2332108
187470100,Vampire Academy,,4058652,4175266,5428498,1661314
187510100,Before Midnight,,,,5428498,790510
187530100,Blue Jasmine,,6744832,24525254,10860997,1733160
187550100,The Legend of Hercules,0,4261356,25229429,7728498,4751215
187590100,Ren zai jiong tu zhi tai jiong,,,,25000,17004
187600100,Gloria,,398062,187228,3748498,
187610100,Nymphomaniac: Volume I,,,,618893,
187640100,The Kitchen,,25951,102409,25000,
187650100,Home Run,,,,3748498,684596
187700100,Wadjda,,544398,,1574999,
187780100,Europa Report,,,395936,98979,574424
187790100,The Package,,,,25000,20254
187830100,Ragnarok,,1712907,,25000,20096
187840100,The Way Way Back,,26154,7163690,8603498,1722873
187850100,The Longest Ride,12421257,79810214,,10860997,12037310
187860100,We Steal Secrets: The Story of Wikileaks,,20227,253350,130916,
187930100,Evangelion Shin Gekijôban: Kyu,,,,25000,1822806
188020100,Shadow Dancer,,,425559,79235,
188030100,Rio 2,19815902,63373145,,19000000,24279300
188040100,Teenage Mutant Ninja Turtles,22486268,,,19000000,30257755
188060100,Sansho dayu,,,,25000,
188180100,Venus and Serena,,,,40376,
188190100,Si da ming bu,,,,25000,
188220100,Yi dai zong shi,,,5105052,5428498,502165
188360100,Mistaken for Strangers,,393757,,109455,
188370100,Graceland,,,,25000,
188380100,Aftershock,,,,31641,
188390100,The Bling Ring,,254850,7905904,5428498,351055
188420100,The Spectacular Now,,93626170,3546642,5428498,1169246
188430100,Fruitvale Station,,,6975498,7728498,1849316
188440100,Mandela: Long Walk to Freedom,,1652720,4984110,5428498,1104425
188450100,Grace of Monaco,,125639,,20199674,
188460100,Transcendence,23138078,56971123,,8603498,3410115
188480100,Not Suitable for Children,,,479393,25000,
188570100,Black Nativity,,129155,,5428498,28891
188580100,Free Radicals: A History of Experimental Film,,,,,
188650100,Passion,,21875,,67509,82059
188670100,Ain't Them Bodies Saints,,,,308394,54893
188680100,Resident Evil: The Final Chapter,2838550,24988944,,9390998,5631570
188900100,7 gwanggu,,,,,
188920100,The English Teacher,,,,47381,
189020100,Byzantium,,,,67136,169727
189030100,American Hustle,,26325404,46229598,19000000,6225687
189050100,Free the Mind,,64739,,123698,
189070100,Bad Milo,,,,25000,21471
189080100,Drinking Buddies,,779012,,270668,68568
189110100,Tot altijd,,,,25000,
189170100,Tiger Eyes,,,,25000,
189400100,Jupiter Ascending,18709047,74840315,,12120997,10042064
189420100,Annie,17301063,8189145,,16977247,8327847
189430100,Le Pont du Nord,,,,25000,
189510100,Broken Horses,,135990,,10099837,
189570100,Syrup,,,,25000,19341
189610100,Kingsman: The Secret Service,26645974,444692484,,19000000,20473991
189660100,12 Years a Slave,,49813502,28829461,14745997,8529297
189700100,Tai Chi Hero,,,,25000,
189720100,Vehicle 19,,,,25000,460333
189730100,I Give It a Year,,,1071741,27292,17292
189810100,Finding Dory,15193012,204427840,,19000000,41927708
189870100,Crystal Fairy,,,,153765,8562
189940100,Grace Unplugged,,205005,164107,3748498,1332033
190040100,Augustine,,,,84540,
190050100,More Than Honey,,,,61680,93145
190120100,Only God Forgives,,,33854,610981,426835
190130100,Stranded,,,,1279313,480797
190170100,Think Like a Man Too,17346389,24383660,,14745997,2022351
190180100,The Secret Life of Pets,19691392,180641184,,19000000,47908245
190190100,Sadako 3D,,,,25000,
190210100,"Love, Marilyn",,,,25000,
190320100,Ōkami Kodomo no Ame to Yuki,,,,25000,
190390100,Earth to Echo,8955917,11781804,,10860997,2862227
190400100,The Frozen Ground,,,18407227,12927792,872033
190480100,Lucha Mexico,,34449,,25000,
190600100,Sammy's avonturen 2,,,,25000,
190660100,Cockneys vs. Zombies,,,,25000,
190760100,Hannah Arendt,,,,564799,29764
190770100,In a World...,,2946510,2509303,3748498,118267
190780100,Austenland,,2249750,1613930,3748498,
190800100,Walk of Shame,3983101,15850040,3599885,46627,176332
190810100,The Nut Job,0,59205200,16360156,14745997,8705268
190820100,Furious 7,12550725,69818814,,19000000,37445446
190830100,Hell Baby,,,,25000,134426
190840100,At Middleton,,141074,,42397,160639
190850100,The Quiet Ones,5446318,4308072,,5428498,502698
190870100,The Starving Games,,,,25000,
190910100,Fury,19897773,82759733,,16977247,13863892
190920100,New World,,,,25000,
190990100,Bereurlin,,,,25000,
191000100,Las aventuras de Tadeo Jones,,,,25000,
191020100,Our Nixon,,,,25000,
191060100,Hours,,,9382166,25000,
191090100,Open Grave,,,,25000,26636
191160100,Nebraska,,11680201,22794134,7728498,2550042
191170100,Project Almanac,12651709,30202110,,8603498,1402464
191180100,Heaven is for Real,25208349,69251620,,16977247,18825951
191190100,22 Jump Street,31716194,128253246,,19000000,8192946
191200100,Sex Tape,22325172,70083672,,10860997,2111764
191210100,When the Game Stands Tall,7182073,28281795,,10860997,5690432
191340100,Blackfish,,,4444153,3748498,566709
191400100,Twixt,,,,4713257,
191420100,The Act of Killing,,247609,,383449,416199
191520100,Du zhan,,,,100954,39355
191580100,A Band Called Death,,,,100215,
191590100,Tammy,25750949,48508116,,16977247,5228361
191600100,Deliver Us from Evil,8471209,10652764,,10860997,1460790
191790100,Da Shang Hai,,,,25000,
191850100,Devil's Due,0,3858470,3902786,7728498,1435617
191860100,The Other Woman,38250429,,,16977247,7753948
191890100,Pokazatelnyy protess: Istoriya Pussy Riot,,,,25000,
191930100,Cutie and the Boxer,,84947,,156928,20448
191950100,A Haunted House 2,8279524,12296200,,7728498,1677822
191960100,A Million Ways to Die in The West,11033692,23343978,,12120997,4664543
191970100,Big Hero 6,33908753,316303411,,19000000,45400129
191980100,Pandora's Promise,,,,52511,
192010100,Flukt,,,,25000,21196
192040100,Big Bad Wolves,,143305,,25852,
192090100,The Dragon Pearl,,,,25000,371525
192100100,Empire State,,56695,15531963,25000,1087499
192130100,Venuto al mondo,,,,25000,
192140100,Ot vinta 3D,,,,25000,
192260100,L’écume des jours,,252452,,238760,57076
192300100,Ferdinand,10723032,77091770,,16977247,
192320100,The Angry Birds Movie,14221293,95963846,,18767497,15531353
192330100,The Face of Love,,545583,,303242,
192340100,The Rocket,,67835,,44748,
192510100,Exodus: Gods and Kings,15492557,36470770,,14745997,8440106
192530100,Open Road,,,,2019967,
192580100,Assassin’s Creed,9102354,32571992,,14745997,8109057
192610100,Bad Words,12006466,28896448,,5428498,1813953
192660100,Oculus,14074989,73382060,,9390998,1398281
192700100,Endless Love,0,24180825,1160093,8603498,2067660
192720100,3 Days to Kill,0,99933000,3515281,10860997,4009016
192730100,Ghost Team One,,,,25000,3133
192820100,Her,0,99546870,7991707,9390998,2686862
192840100,Short Term 12,,381522,530569,1574999,461713
192850100,Nostalghia,,61680,,25000,113907
193030100,Wer,,342528,,25000,
193100100,Victor Frankenstein,3416401,25736328,,5428498,1099468
193110100,Alvin and the Chipmunks: The Road Chip,14345895,28466581,,16977247,8658416
193250100,Non-Stop,0,219034476,1189267,16977247,7425251
193300100,Adore,,13473,,237841,189707
193320100,All is Bright,,,,25000,3777
193330100,Banshee Chapter,,,,639656,
193340100,Cold Comes the Night,,142074,,25000,43737
193360100,Mother of George,,78216,,124375,10452
193390100,Terms and Conditions May Apply,,,,43961,
193420100,The Canyons,,,,46991,0
193450100,Touchy Feely,,,,28451,14798
193470100,Homefront,,78780464,47035037,8603498,4675572
193480100,Planes: Fire and Rescue,4026596,4248988,,14745997,8928120
193490100,The Hundred-Foot Journey,,3478564,,14745997,9193482
193500100,The Expendables 3,13783730,13172112,,10860997,8650161
193510100,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",8128140,25291917,,14745997,6702473
193530100,Into the Woods,12465345,45534456,,19000000,12410841
193640100,Dolphin Tale 2,6412963,10903718,,12120997,6958800
193650100,A.C.O.D.,,943976,1143328,124181,20530
193720100,Independence Day: Resurgence,13837379,85499856,,18767497,13937046
193730100,Miss Peregrine’s Home for Peculiar Children,10805750,48948104,,16977247,12311902
193750100,Somm,,114745,80276,120976,
193790100,Narco Cultura,,163659,,114257,
193800100,That Awkward Moment,0,128401500,18438695,9390998,1743842
193810100,Self/Less,12435253,14832702,,6678498,1329290
193820100,The Young Messiah,,322562,,5428498,1167412
193830100,Inside Out,29172016,887357576,,19000000,48513145
194020100,The Ultimate Life,,,,1574999,592021
194030100,We Are What We Are,,,,64088,43469
194070100,Fifty Shades of Grey,20136805,241407650,,19000000,33338834
194100100,Afternoon Delight,,1906712,1537616,137416,44554
194130100,Cinderella,12958434,47752020,,19000000,24715969
194140100,Terminator: Genisys,17117970,50378344,,16977247,10499167
194150100,Moana,23452239,364303440,,19000000,78262915
194220100,Blue Caprice,,,,72715,
194230100,The Summit,,,293171,172735,
194240100,Una Noche,,,,62853,
194250100,No se Aceptan Devoluciones,,,15093177,12120997,2128305
194260100,Drew: The Man Behind the Poster,,87209,,25000,
194310100,Night Train to Lisbon,,,,25000,
194510100,Sweetwater,,,,25000,1308121
194540100,I Declare War,,,,25000,
194560100,Unbroken,17959511,53503929,,18767497,9383177
194570100,Spectre,13846786,81869851,,19000000,18822990
194690100,La Vie d'Adèle – Chapitres 1 & 2,,126036,786050,3748498,1371960
194740100,As I Lay Dying,,,,25000,
194750100,I'm in Love with a Church Girl,,171247,,3748498,240553
194760100,Jackass Presents: Bad Grandpa,,11840724,57022989,18767497,7486831
194790100,Belle,5247868,9154860,,6678498,
194800100,Dom Hemingway,1953847,903730,,412265,
194920100,In the Blood,,315476,,25000,792436
194930100,Comme un chef,,,,269850,69177
194980100,Trust Me,,117821,,25000,
194990100,Underdogs,,240842,,27576,
195020100,Concussion,,2941500,,30209,294
195050100,The Possession of Michael King,,5388173,,25000,1042008
195080100,The Trials of Muhammad Ali,,102777,,46526,
195090100,Kill the Messenger,3530540,4175094,,3748498,1382255
195100100,How I Live Now,,,,47534,236854
195110100,Enough Said,,378864,10870100,7728498,1242578
195150100,La maison de la radio,,,,25000,
195180100,Parkland,,,,505133,620172
195190100,Let the Fire Burn,,94158,,38688,
195230100,Nuclear Nation,,39207,,25000,
195330100,Zero Charisma,,,,25000,
195350100,The Broken Circle Breakdown,,899325,650086,137842,
195430100,Man of Tai Chi,,,,25000,372337
195440100,Reasonable Doubt,,3314212,8755353,25000,528331
195460100,Snake and Mongoose,,160155,,119876,787357
195470100,The Judge,7441998,29223156,,12120997,5801962
195480100,The Interview,3687261,44915280,,5428498,3307237
195510100,Design is One,,,,25000,
195520100,Birth of the Living Dead,,,,25000,
195530100,The Hero of Color City,,203478,,25348,7759
195560100,GMO OMG,,1033646,,31422,36936
195570100,Tian zhu ding,,,,121370,81810
195580100,The Inevitable Defeat of Mister and Pete,,199013,,389504,
195600100,Haunter,,,,25000,127804
195620100,Le passé,,221738,153450,1574999,
195630100,The Invisible Woman,,336444,309908,1574999,
195640100,Monster Trucks,8145726,20164375,,10860997,5310817
195670100,My Little Pony: Equestria Girls,,255769,,25000,975137
195740100,Best Night Ever,,156622,,25000,10550
195820100,Inequality for All,,1864538,174527,1574999,1316619
195890100,Yip Man: Jung gik yat jin,,,,29834,774241
195900100,The Short Game,,88876,,30599,
195910100,Five Dances,,80553,,25000,
195940100,Neighbors,29473353,141009372,,19000000,9814049
196010100,Alone Yet Not Alone,,113271,,626657,
196040100,Clown,,1049030,,43318,806227
196060100,I Spit on Your Grave 2,,,,25000,172764
196090100,Grupo 7,,,,25000,
196100100,Generation Iron,,12859986,329172,668998,
196120100,Teenage,,114585,,31633,
196170100,Le Week-End,,257206,,3748498,20548
196180100,Foxcatcher,7664841,7255336,,6678498,1266727
196190100,Paranormal Activity: The Marked Ones,,2861730,11089951,10860997,940473
196200100,Ted 2,17723337,41512730,,16977247,10452329
196270100,Alan Partridge,,,,120823,50945
196280100,Million Dollar Arm,7754784,81219305,,10860997,1790059
196330100,Great Expectations,,140641,,203692,94434
196340100,In Fear,,228140,,25000,19858
196380100,Batman v Superman: Dawn of Justice,16792949,130968264,,19000000,48040979
196470100,Winter's Tale,5685150,6363656,,6678498,2146902
196480100,Chappie,18042259,38134215,,10860997,6252092
196490100,Diana,,860765,1668302,264096,271636
196590100,The Green Inferno,1150356,4896914,,5428498,694080
196600100,Linsanity,,,,203511,
196640100,Wild Africa 3D,,,,25000,
196740100,Vikingdom,,,,25000,
196770100,The Armstrong Lie,,2715636,765195,300591,194741
196800100,Get on Up,3559207,4010007,,10860997,2345598
196990100,God Loves Uganda,,,,40343,
197000100,Go For Sisters,,95735,,55515,
197010100,On The Job,,131598,,126958,55119
197020100,Jewtopia,,,,36569,12185
197030100,The Art of the Steal,,1363134,5075871,48389,103723
197050100,The Square,,,,97842,
197060100,The Lunchbox,,1357864,,3748498,
197070100,Search Party,232715,182467,,25000,
197150100,Kaze Tachinu,,,,5428498,3518996
197230100,Island of Lemurs: Madagascar,,1463524,,6678498,
197240100,Journey to the South Pacific,,,,5428498,
197250100,The Bag Man,,1725405,6271513,44552,113228
197310100,Argento's Dracula 3D,,,,25000,67687
197330100,The Last Days on Mars,,401694,395390,25000,192647
197340100,Paddington,16477401,51088180,,16977247,10954014
197390100,Hostsonaten,,,,25000,
197420100,The Sacrament,,171802,,25000,80376
197430100,Vi ar bast!,,,,142215,34320
197460100,Locke,2203380,2109476,,1574999,226375
197520100,Spinning Plates,,584004,510947,78063,
197530100,A Perfect Man,,,,25000,
197700100,Big Sur,,,,25000,
197710100,Addicted,4581562,1416285,,7728498,
197720100,The Giver,10766993,21787402,,12120997,3652036
197730100,"McFarland, USA",3223973,17743850,,12120997,1694941
197890100,Autoreiji: Biyondo,,,,25000,94838
197910100,Breathe In,,229812,,69379,
198200100,Into the Storm,10304599,11491476,,12120997,3001232
198210100,Horrible Bosses 2,18860676,70220820,,14745997,3600585
198220100,The Star,3947050,12930720,,12120997,
198240100,Watermark,,113086,,328557,7202
198260100,Philomena,,14162121,9896339,10860997,3135666
198280100,50 to 1,1435201,903912,,1574999,
198350100,Gimme Shelter,,12189772,4437167,1574999,45307
198400100,Snezhnaya koroleva,,,,4713257,
198430100,The Fault in Our Stars,14766132,47944928,,18767497,16662031
198440100,I Am Divine,,194135,,25000,
198470100,Flores Raras,,,,35833,
198490100,Sabotage,14893889,12577884,,6678498,3592274
198510100,Dislecksia: The Movie,,57383,,26039,
198520100,Di Renjie zhi shendu longwang,,,,69129,211392
198630100,Before I Go to Sleep,2383645,1897776,,3748498,597336
198640100,Begin Again,2354674,6152522,,7728498,2478132
198660100,The Christmas Candle,,176789,,1574999,74277
198680100,Life of Crime,2316507,3298748,,209043,31899
198710100,Menu degustacio,,53556,,25000,3187
198720100,A Walk Among the Tombstones,19452169,26075136,,9390998,4550328
198730100,Khumba,,1501684,347282,10099837,309712
198760100,The Pervert's Guide to Ideology,,161301,,38644,
198790100,Son of God,0,3184998,38368,14745997,5473981
198800100,Gone Girl,25582131,187324512,,19000000,11104740
198810100,The Double,,,,157820,57028
198820100,The Grand Budapest Hotel,4516803,43999364,,14745997,4133315
198840100,Ahi va el diablo,,88838,,25000,33141
198870100,Fading Gigolo,,408967,,3748498,253481
198910100,The Unknown Known,,744454,294422,217081,148583
198970100,Justin Bieber’s Believe,,184912,,5428498,232948
198980100,"Nosferatu, eine Symphonie des Grauens",,,,,129828
199050100,The Immigrant,,291836,,3748498,
199080100,The Pretty One,,809586,371556,25000,
199090100,Repentance,977189,611144,84853,1574999,
199130100,Stalingrad,,408954,337220,1574999,594434
199160100,Faust,,,,25000,
199170100,Contracted,,,,25000,
199200100,Crimson Peak,2351100,4768491,,10860997,3511496
199230100,The Anonymous People,,118611,,147624,
199460100,The Best of Me,9541818,18167625,,9390998,6288917
199560100,Battle of the Damned,,125586,,25000,29218
199590100,Knights of Badassdom,,552572,241494,89406,417251
199600100,Le dernier des injustes,,,,31943,37533
199640100,Cesar Chavez,1902680,383792,,5428498,133146
199680100,Wakolda,,437709,,326743,
199720100,Cell,2607539,3534460,,25000,988876
199740100,The Railway Man,,617320,,3748498,274191
199750100,"Unsere Mutter, unsere Vater",,,,72131,703727
199770100,Pozitia copiului,,,,171851,
199780100,In Secret,,361717,,349791,
199790100,Only Lovers Left Alive,,689799,,1574999,1317293
199800100,Jersey Boys,2267236,2532104,,12120997,4448629
199810100,Live by Night,4836752,5525945,,6678498,926963
199820100,Unfinished Business,17172841,49712220,,6678498,874753
199830100,Spy!,19274107,79838033,,18767497,9652954
199870100,Life of a King,,3407513,,25000,132826
199900100,This is Where I Leave You,10392948,31340340,,10860997,2106914
199940100,The Huntsman: Winter’s War,9199411,19766706,,12120997,11230061
199970100,Alien: Covenant,10671077,112507944,,14745997,15678935
200010100,The Captive,2211268,6076984,,355522,647805
200020100,La migiliore offerta,,,,69866,
200050100,Elaine Stritch: Shoot Me,,33627,,259940,
200070100,La grande bellezza,,,1839962,3748498,
200090100,Mission: Impossible—Rogue Nation,22506822,89614720,,19000000,11307755
200210100,Tôkyô monogatari,,,,25000,175259
200220100,Frontera,,246387,,47011,65791
200270100,Insidious Chapter 3,7119977,24787240,,14745997,1900919
200290100,13 Sins,480438,197616,,25000,35920
200330100,Afternoon of a Faun: Tanaquil Le Clercq,,,,135545,
200370100,Raze,,,,25000,
200380100,The Truth About Emanuel,,,,25000,13861
200390100,The Final Member,,70640,,25000,
200400100,The Purge: Anarchy,11845950,100431395,,14745997,3532259
200410100,Jane Got a Gun,3492585,9923920,,1574999,922905
200420100,Dumb and Dumber To,28131208,52096470,,16977247,5674014
200430100,Regression,3936354,3421464,,43343,71846
200440100,The Jungle Book,17156468,,,19000000,27513959
200450100,Alice Through the Looking Glass,7210955,12909169,,16977247,5195094
200470100,Elle s'en va,,,,245205,13797
200580100,Blackhat,5598724,17550595,,5428498,1567004
200590100,The Boy Next Door,20170743,25288175,,10860997,3847150
200610100,Filth,,405059,,27099,
200680100,Kids for Cash,,209051,,112753,
200730100,Nymphomaniac: Volume II,,,,257644,
200750100,X-Men: Apocalypse,9394954,55390656,,19000000,14854297
200780100,Interior. Leather Bar.,,,,32179,
200820100,Barefoot,,518076,407088,25000,
200830100,Veronica Mars,,7078806,3263226,3748498,2079504
200840100,Blood Ties,817672,848274,499444,33447,62715
200850100,Draft Day,25796868,143816712,,9390998,4318506
200860100,San Andreas,23333289,89585925,,19000000,17666781
200870100,Jason Bourne,13272797,59324314,,19000000,16301479
200920100,Grey Gardens,,64,,29077,
201030100,For No Good Reason,,114265,,52845,
201080100,The Letters,,246916,,1574999,
201100100,Mobius,,147696,,25000,5316
201120100,Tim's Vermeer,,2689898,71555,1574999,
201130100,Maidentrip,,759865,878470,53741,
201150100,Particle Fever,,1007456,,684997,
201160100,L'image manquante,,,,40428,
201170100,The Retrieval,,915990,,39577,4017
201180100,Lucy,32081992,201313476,,19000000,12551898
201210100,Grzeli nateli dgeebi,,94520,,44172,
201230100,Blood Brother,,165492,,25000,
201320100,God’s Not Dead,11199217,28935914,,14745997,14047927
201330100,Hot Tub Time Machine 2,11241606,13245918,,6678498,1076899
201360100,Redwood Highway,,125679,,105564,
201400100,Ice Age: Collision Course,9220801,18245992,,14745997,7428379
201410100,Tricked,,,,25000,
201480100,L'inconnu du lac,,,,254418,
201520100,The Returned,,93356,,25000,
201530100,Grand Piano,,565400,145662,25000,83845
201540100,Xi you xiang mo pian,,,,25000,390021
201550100,Enemy,4012463,14326176,1267830,1574999,306229
201570100,Cheap Thrills,,167857,,46796,82112
201580100,Rob the Mob,,3269512,,162941,27689
201590100,Serbuan maut 2: Berandal,1445648,,,3748498,1875747
201620100,Step Up All In,3860174,5031249,,6678498,405941
201630100,The Lazarus Effect,6567901,22464505,,9390998,1642033
201640100,The Divergent Series: Insurgent,23206779,120782449,,19000000,19276100
201650100,Pan,8867320,10643592,,10860997,5860750
201660100,Gods of Egypt,13407682,23585373,,10860997,8904952
201670100,The Divergent Series: Allegiant,15657395,66563844,,14745997,13437304
201680100,Dancing in Jaffa,,,,107302,90486
201690100,The Trip to Italy,,190704,,3748498,
201720100,When Calls the Heart,,,,25000,
201760100,Jodorowsky’s Dune,,1312781,,509128,
201800100,Summer in February,,229397,,25000,7002
201820100,12 O’Clock Boys,,1207904,237225,63024,11717
201840100,The Mummy,11500232,114372756,,16977247,12135139
201900100,James Cameron’s Deepsea Challenge 3D,,,,118030,48201
202010100,Omar,,,,459113,111840
202030100,Bethlehem,,145667,,100103,
202040100,Blue Ruin,,7341620,718791,203477,307175
202050100,Supermensch: The Legend of Shep Gordon,,369658,,167502,59816
202170100,Cooties,,2834674,,47296,
202180100,Let’s Be Cops,28164567,79723402,,16977247,3993775
202190100,War for the Planet of the Apes,14128896,98578560,,19000000,13403809
202220100,The Drop,5594886,9128352,,6678498,1678554
202250100,Despicable Me 3,12605606,176160756,,19000000,21116376
202270100,Dr. Seuss’ The Grinch,5741099,,,,
202280100,Happy Christmas,,379623,,25000,
