movie_odid,display_name,rental_revenue,vod_revenue,rental_and_vod_revenue,streaming_revenue,est_revenue
14990100,Sky Captain and the World of Tomorrow,,,,,
15000100,Autumn in New York,,,,,
15020100,Good Boy!,,43946,,,
15030100,El Laberinto del Fauno,,87271,,,
15040100,The Nativity Story,,,,,
15110100,Lawrence of Arabia,,15429,,,
15130100,Man of the Year,,37850,,,
15160100,The Wild,,,,,
15230100,The Family That Preys,,,,,
15280100,Fight Club,,1228901,,,3124858
15290100,State of Play,,3793933,0,,592564
15360100,Notorious,,,,,
15390100,The Brave One,,48859,,,
15400100,The Heartbreak Kid,,,,,
15510100,Freedom Writers,,14261,,,
15520100,Accepted,,,,,
15570100,Vegas Vacation,,,,,
15590100,8MM,,,,,
15600100,The Thin Red Line,,23866,,,
15610100,Beauty Shop,,,,,
15620100,Death Race,,,,,
15670100,The Sentinel,,,,,
15740100,Derailed,,,,,
15790100,What a Girl Wants,,,,,
15800100,In the Bedroom,,,,,
15820100,The Pink Panther 2,,,0,,
15850100,The Island,,,,,
15860100,Shine,,6447,,,
15870100,Changeling,,,,,
15880100,Murder on the Orient Express,,254328,,,
15920100,Smokin' Aces,,29549,,,
15940100,Jeepers Creepers II,,,,,
15960100,Children of Men,,81727,,,
15980100,Selena,,125178,,,
15990100,Cloudy with a Chance of Meatballs,,1223280,37331933,,8122925
16000100,The Ringer,,,,,
16040100,The Messengers,,,,,
16120100,The Number 23,,,,,
16140100,K-19: The Widowmaker,,,,,
16150100,Star Wars: The Clone Wars,,,,,
16190100,Deck the Halls,,22211,,,
16220100,Good Luck Chuck,,,,,
16320100,Take the Lead,,,,,
16400100,Jack Frost,,,,,
16410100,Hostage,,40124,,,
16450100,Thirteen Days,,,,,
16470100,The 6th Day,,,,,
16500100,Monster,,,,,
16520100,Eternal Sunshine of the Spotless Mind,,10213,,,
16570100,Babel,,,,,
16580100,Alexander,,112535,,,
16590100,Tommy,,,,,
16620100,The Reader,,29797,,,
16660100,The Best Man,,,,,
16670100,My Dog Skip,,,,,
16690100,Snakes on a Plane,,,,,
16710100,The Relic,,,,,
16720100,She's the Man,,1529588,,,
16800100,Dreamcatcher,,,,,
16810100,The Punisher,,,,,
16830100,Flags of Our Fathers,,709866,,,
16860100,The Constant Gardener,,,,,
16890100,Pay it Forward,,,,,
16900100,Semi-Pro,,,,,
16910100,Fireproof,,,,,
16950100,Doubt,,20208,,,
16980100,See Spot Run,,,,,
17000100,Mr. Bean’s Holiday,,,,,
17070100,Le Fabuleux destin d'Amélie Poulain,,9178,0,,
17120100,Zodiac,,8851888,,,
17130100,Breach,,26484,,,
17240100,Balls of Fury,,,,,
17250100,In Her Shoes,,82012,,,
17260100,The Bad News Bears,,,,,
17270100,Drillbit Taylor,,,,,
17280100,Dreamer: Inspired by a True Story,,78372,,,
17300100,Team America: World Police,,,,,
17320100,The Last House on the Left,,,0,,630348
17350100,October Sky,,,,,
17360100,Taking Lives,,,,,
17380100,Return to Me,,23261,,,
17390100,Blade Runner,,1655073,,,5948312
17420100,Because of Winn-Dixie,,,,,
17460100,Just Friends,,55005,,,
17470100,Bend it Like Beckham,,,,,
17480100,Darkness Falls,,,,,
17490100,Almost Famous,,,,,
17590100,"Definitely, Maybe",,159457,,,
17610100,The Love Guru,,,,,
17620100,Final Fantasy: The Spirits Within,,,,,
17630100,Analyze That,,,,,
17640100,Stealth,,,,,
17670100,House of Wax,,,,,
17690100,Mr. Magorium's Wonder Emporium,,,,,
17740100,Earth,,,0,,1073171
17850100,Milk,,11469,,,
17870100,Push,,62517,0,,602980
17880100,Lake Placid,,,,,
17910100,The Wedding Date,,,,,
17920100,The Soloist,,72690,0,,156471
17930100,Transporter 3,,11044,,,
17940100,Quarantine,,,,,
17980100,August Rush,,,,,
18020100,One Hour Photo,,19677,,,
18030100,United 93,,28369,,,
18070100,"Good Night, and Good Luck",,,,,
18080100,A History of Violence,,,,,
18090100,Nick and Norah's Infinite Playlist,,,,,
18100100,Halloween 2,,,23557059,,1134501
18110100,Zack and Miri Make a Porno,,,,,184209
18120100,The Eye,,,,,
18140100,Leatherheads,,,,,
18160100,Daddy's Little Girls,,,,,
18180100,(500) Days of Summer,,1117836,16106830,,1814161
18240100,Johnson Family Vacation,,,,,
18280100,True Grit,,,,,260557
18350100,Get Rich or Die Tryin',,,,,
18370100,The Princess Bride,,1567292,,,5816480
18420100,The Legend of Bagger Vance,,1048662,,,
18430100,Home Alone III,,,,,
18440100,Mirrors,,,,,
18460100,Dogma,,,,,
18530100,From Here to Eternity,,,,,
18580100,Queen of the Damned,,,,,
18640100,The Great Debaters,,,,,
18720100,Ghost Ship,,,,,
18730100,Space Chimps,,,,,
18740100,Snatch,,167639,0,,
18750100,Elizabeth,,,,,
18770100,Dragonfly,,,,,
18780100,The Bank Job,,,0,,
19000100,Mystery Men,,,,,
19040100,The Fog,,,,,
19100100,Confessions of a Teenage Drama Queen,,,,,
19200100,Rent,,,,,
19270100,The Insider,,,,,
19370100,Capote,,,0,,
19410100,Untraceable,,31878,,,
19430100,Defiance,,14409,,,
19480100,The Uninvited,,,,,
19510100,We Own the Night,,,,,
19530100,Mr. Brooks,,833144,,,
19540100,Employee of the Month,,,,,
19550100,The Crocodile Hunter: Collision Course,,,,,
19560100,Garfield: A Tail of Two Kitties,,,,,
19660100,Doom,,,,,
19700100,The Prince & Me,,,,,
19740100,Grosse Pointe Blank,,,,,
19770100,Zathura,,,,,
19850100,Crank,,,,,
19870100,The Edge,,32069,,,
19880100,The Majestic,,,,,
19920100,Hannibal Rising,,,,,
19950100,All About Steve,,,23084818,,
19960100,Rear Window,,,,,
19990100,The Brothers,,,,,
20020100,Love and Basketball,,,,,
20050100,Brown Sugar,,,,,
20080100,The Muppet Christmas Carol,,922420,,,2805552
20090100,High Fidelity,,,,,
20180100,Joe Dirt,,,,,
20210100,The Big Hit,,,,,
20280100,Stick It,,80447,,,
20300100,The Women,,,,,
20320100,One Missed Call,,,,,
20330100,XXX: State of the Union,,,,,
20340100,Elizabethtown,,,,,
20350100,The Other Boleyn Girl,,,,,
20380100,Garden State,,12445,,,
20420100,Event Horizon,,,,,
20430100,Blast from the Past,,,,,
20450100,Basic,,,,,
20470100,A Clockwork Orange,,,,,789733
20540100,Sinbad: Legend of the Seven Seas,,,,,
20570100,Street Kings,,,,,
20580100,Boogie Nights,,33160,,,
20680100,The Wrestler,,,0,,430068
20730100,The Wizard of Oz,,44713,,,16485888
20740100,The Descent,,,,,
20830100,Shutter,,,,,
20840100,The Nanny Diaries,,,,,
20850100,Howards End,,36138,,,
20890100,Frida,,,,,
20910100,Superhero Movie,,970113,,,
20970100,Mr. Woodcock,,,,,
21020100,Dance Flick,,,0,,
21050100,The Mist,,,,,
21080100,Nancy Drew,,,,,
21090100,Jonah: A VeggieTales Movie,,,,,
21110100,Memento,,59822,,,
21140100,W.,,,,,
21180100,Serenity,,5560,,,1672420
21190100,Mimic,,,,,
21240100,Dark Water,,,,,
21260100,The International,,,0,,
21300100,Can't Hardly Wait,,,,,
21350100,The Transporter,,,,,
21390100,Escape from New York,,481498,,,
21430100,Twisted,,5643,,,
21470100,The Reaping,,,,,
21560100,Grindhouse,,,,,
21630100,Some Like it Hot,,,,,
21690100,Never Back Down,,,,,
21720100,Thank You For Smoking,,,,,
21820100,Air Bud,,,,,
21830100,Huo Yuan Jia,,,,,
21870100,Sicko,,1171311,,,
21880100,Danny the Dog,,73934,,,
21900100,Aliens in the Attic,,85000,15726050,,428093
22000100,Elektra,,,,,
22010100,Ice Princess,,,,,
22020100,In the Heat of the Night,,,,,
22040100,Across the Universe,,,,,
22060100,9,,,12962095,,2169013
22100100,Hearts in Atlantis,,,,,
22130100,Lord of War,,,,,169
22140100,Clerks II,,,,,
22150100,An Inconvenient Truth,,,,,
22210100,Observe and Report,,,17118911,,312190
22220100,The Life Aquatic with Steve Zissou,,,,,
22370100,Perfect Stranger,,,,,
22440100,Hot Fuzz,,,,,598152
22510100,Traitor,,164806,,,
22520100,Hotel Rwanda,,,,,
22610100,Raging Bull,,391030,,,
22630100,The Covenant,,,,,
22700100,Vicky Cristina Barcelona,,68335,,,
22740100,The Iron Giant,,744566,,,856579
22760100,Piglet's Big Movie,,,,,
22770100,Fighting,,,0,,414107
22780100,Match Point,,301230,,,
22790100,Stay Alive,,,,,
22820100,Bulletproof Monk,,,,,
22910100,Ella Enchanted,,14230,,,
22920100,Revolutionary Road,,,,,
22940100,Being John Malkovich,,,,,
22970100,Prime,,,,,
23060100,Casino Royale,,,,,
23100100,The Black Dahlia,,,,,
23220100,Babylon A.D.,,,,,
23230100,My Super Ex-Girlfriend,,,,,
23280100,Lucky Number Slevin,,35529,,,
23310100,War,,,,,
23420100,Sea Monsters: A Prehistoric Adventure,,,,,
23430100,The Lion in Winter,,154373,,,
23460100,Two Can Play That Game,,,,,
23490100,Hustle & Flow,,,,,
23550100,Darkness,,,,,
23630100,Billy Elliot,,,,,
23890100,Bowling for Columbine,,,,,
23990100,The Last Mimzy,,,,,
24000100,Urban Legends: Final Cut,,,,,
24080100,The Fog,,,,,
24100100,Waist Deep,,,,,
24110100,Die Unendliche Geschichte,,70365,,,
24220100,Christine,,,,,
24240100,Torque,,,,,
24260100,ATL,,,,,
24280100,Cabin Fever,,93000,,,
24340100,Taxi Driver,,,,,
24430100,National Lampoon’s Van Wilder,,6719,,,
24440100,Flicka,,144541,,,
24500100,The X-Files: I Want to Believe,,,,,
24580100,The Hills Have Eyes II,,,,,
24610100,Whale Rider,,,,,
24650100,George A. Romero's Land of the Dead,,,,,
24670100,Mad Money,,,,,
24730100,The Invisible,,,,,
24890100,Valentine,,,,,
24910100,A Prairie Home Companion,,,,,
24920100,Reno 911!: Miami,,,,,
24940100,"Gone, Baby, Gone",,129800,0,,
24960100,Vampires,,40658,,,
24970100,Pulse,,133,,,
25100100,Shorts,,,8229656,,
25230100,Assault On Precinct 13,,,,,
25280100,Life of Brian,,,,,
25310100,Barry Lyndon,,,,,
25410100,Hard Rain,,,,,
25430100,Jane Austen's Mafia,,,,,
25460100,The Spirit,,,,,
25600100,Reign Over Me,,,,,
25660100,Gamer,,,30085904,,1646744
25670100,8 Seconds,,,,,
25710100,Igor,,,,,
25770100,Valiant,,,,,
25840100,The Producers: The Movie Musical,,,,,
25870100,Saving Silverman,,,,,
25960100,My Best Friend's Girl,,,,,
25970100,Species 2,,,,,
26000100,Beerfest,,,,,
26040100,Tuck Everlasting,,,,,
26050100,Jonas Brothers: The 3D Concert Experience,,,,,
26080100,Waitress,,,,,
26100100,Hart's War,,,,,
26110100,Vacancy,,,,,
26130100,The Replacement Killers,,,,,
26230100,Rollerball,,63339,,,
26300100,Georgia Rule,,,,,
26350100,Akeelah and the Bee,,,,,
26360100,The Marine,,,,,
26440100,Into the Blue,,,,,
26490100,Becoming Jane,,,,,
26500100,The Ninth Gate,,,,,
26540100,Frost/Nixon,,,,,
26550100,Best in Show,,22164,,,
26670100,Ultraviolet,,,,,
26680100,Super Troopers,,1100843,,,1474490
26730100,Into the Wild,,130449,,,
26750100,North Country,,,,,
26770100,Walk Hard: The Dewey Cox Story,,,,,
26870100,Harold & Kumar Go to White Castle,,,,,
26880100,Next,,,,,
26970100,Pooh's Heffalump Movie,,,,,
27190100,School for Scoundrels,,,,,
27220100,Punch-Drunk Love,,,,,
27270100,Eurotrip,,954428,,,
27330100,Kit Kittredge: An American Girl,,,,,
27390100,The Last King of Scotland,,,,,
27410100,A Mighty Wind,,,,,
27470100,Hostel: Part II,,,,,
27500100,Under the Sea 3D,,,,,
27520100,Notes on a Scandal,,35357,,,
27530100,Disturbing Behavior,,,,,
27540100,Empire,,,,,
27560100,The Big Lebowski,,244212,,,4573863
27610100,Red Planet,,,,,
27650100,The Ruins,,,,,
27710100,Just My Luck,,1078,,,
27740100,Inkheart,,,0,,
27780100,Eight Legged Freaks,,,,,
27810100,Fired Up,,1412,,,
27840100,The Mission,,,,,
27920100,Eastern Promises,,54965,,,
27940100,Annapolis,,,,,
27990100,Rushmore,,,,,
28000100,Kung Fu Hustle,,,,,
28020100,Ghosts of the Abyss,,109076,,,
28060100,The Devil's Rejects,,,,,
28190100,Boiler Room,,,,,
28230100,88 Minutes,,,,,
28370100,54,,122191,,,
28390100,New in Town,,,,,
28400100,Catch That Kid,,,,,
28450100,Unaccompanied Minors,,,,,
28530100,Dead Silence,,,,,
28580100,The Perfect Man,,,,,
28620100,Trainspotting,,91020,,,
28720100,The Hitcher,,,,,
28870100,Swing Vote,,,,,
28880100,Elizabeth: The Golden Age,,,,,
28920100,Black Christmas,,,,,
28970100,Wolf Creek,,,,,
29050100,Waiting...,,6469,,,
29070100,Imagine That,,397305,7760751,,
29340100,Marie Antoinette,,,,,
29420100,Far From Heaven,,,,,
29460100,Happily N'Ever After,,,,,
29470100,The Kite Runner,,,,,
29490100,The Gospel,,,,,
29500100,Pride and Glory,,,,,
29590100,Larry the Cable Guy: Health Inspector,,,,,
29610100,Cirque du Soleil - Journey of Man,,,,,
29650100,Half Past Dead,,,,,
29740100,In America,,,,,
29770100,A Perfect Getaway,,,13870787,,
29860100,Catch and Release,,,,,
29890100,Wrong Turn,,,,,
29960100,The Greatest Game Ever Played,,,,,
29990100,Bangkok Dangerous,,,,,
30130100,Arthur et les Minimoys,,,,,
30170100,The Invasion,,,,,
30210100,"The Goods: Live Hard, Sell Hard",,,7327837,,
30250100,See No Evil,,,,,
30290100,The Cave,,,,,
30380100,Lions for Lambs,,96811,,,
30410100,Get Carter,,,,,
30430100,Election,,,,,10685
30460100,Last Chance Harvey,,,,,
30590100,"I Love You, Beth Cooper",,,13602476,,273462
30630100,Tristan & Isolde,,,,,
30720100,Gake no ue no Ponyo,,,6952433,,9756201
30800100,The Girl Next Door,,261436,,,
30810100,Kiss of the Spider Woman,,,,,
30880100,Everyone's Hero,,,,,
30960100,Fly Me To the Moon,,,,,
30980100,Dark City,,76276,,,
30990100,Hollywoodland,,,,,
31070100,Awake,,,,,
31340100,Disaster Movie,,,,,
31360100,Prince of Darkness,,,,,
31470100,The Informant!,,1152816,16773165,,818343
31550100,New York Minute,,,,,
31560100,The Good Girl,,,,,
31570100,Virus,,,,,
31760100,Hot Rod,,,,,
31770100,Firehouse Dog,,,,,
31810100,Les Miserables,,,,,
31840100,The Duchess,,,,,
31930100,Letters from Iwo Jima,,61372,,,
32090100,Y Tu Mamá También,,,,,409259
32100100,Crank 2: High Voltage,,,0,,414552
32110100,The Namesake,,,,,
32210100,Shaun of the Dead,,44258,,,986997
32280100,The Haunting of Molly Hartley,,,,,
32340100,One Night with the King,,,,,
32380100,Friends with Money,,226944,,,
32400100,The Comebacks,,,,,
32410100,De-Lovely,,,,,
32490100,North by Northwest,,,,,271654
32520100,Ghost Town,,57737,,,
32540100,Daddy Day Camp,,1694,,,
32630100,To Kill A Mockingbird,,320770,,,1997374
32680100,Frailty,,12442,,,
32730100,Flyboys,,291488,,,
32780100,How to Eat Fried Worms,,,,,
32830100,The Crew,,,,,
32840100,Religulous,,9753,,,
32920100,In Cold Blood,,,,,
32990100,They Live,,,,,
33030100,The Pirates Who Don't Do Anything: A VeggieTales Movie,,,,,
33130100,Volver,,,,,
33270100,Shoot 'Em Up,,,,,
33280100,Rachel Getting Married,,,0,,
33360100,The New World,,,,,1197
33420100,Idlewild,,,,,
33450100,"House of 1,000 Corpses",,,,,
33520100,La misma luna,,,,,
33540100,The Matador,,,,,
33550100,I Think I Love My Wife,,,,,
33570100,Gattaca,,,,,
33590100,Freedomland,,,,,
33610100,Why Do Fools Fall In Love?,,,,,
33660100,The Weather Man,,,,,
33690100,The Hurt Locker,,2663815,36742458,,5364282
33730100,Evening,,,,,
33810100,Miss Pettigrew Lives for a Day,,,,,
33860100,A Hard Day's Night,,4577872,,,1267710
33880100,True Romance,,60278,,,
34060100,Soul Men,,,,,
34130100,Sunshine Cleaning,,41886,0,,283331
34150100,Tom yum goong,,,,,
34180100,The Gift,,,,,
34230100,Sorcerer,,93514,,,245511
34290100,Night of the Living Dead,,2190,,,
34400100,Frankenstein,,,,,1136000
34430100,Zoom,,,,,
34460100,Sliding Doors,,,,,
34470100,The Darjeeling Limited,,36260,,,
34490100,Sydney White,,,,,
34520100,The Thirteenth Floor,,,,,
34550100,Meet Dave,,,,,
34620100,End of the Spear,,,,,
34640100,The Great Escape,,,,,
34670100,Dave Chappelle's Block Party,,,,,
34750100,The Muse,,,,,
34870100,Boys Don't Cry,,,,,
34910100,Super Size Me,,1281830,,,
34920100,The Longshots,,,,,
35010100,Something New,,,,,
35020100,Material Girls,,96884,,,
35210100,Casanova,,,,,
35240100,Das Leben der Anderen,,,,,
35340100,Bobby,,,,,
35350100,Deep Rising,,,,,
35380100,Be Kind Rewind,,,,,
35540100,In the Land of Women,,42563,,,
35560100,House of Flying Daggers,,144,,,
35570100,Mrs. Henderson Presents,,131907,,,
35590100,Doomsday,,219567,,,
35610100,The Astronaut Farmer,,,,,
35870100,Dragon Wars: D-War,,,,,
35900100,What the #$'! Do We Know,,,,,
35910100,Le pacte des loups,,,,,
35930100,Stop-Loss,,,,,
35990100,Office Space,,124479,,,1870376
36180100,Fear and Loathing in Las Vegas,,,,,
36320100,Primeval,,,,,
36330100,Not Easily Broken,,,,,
36350100,Three to Tango,,,,,
36480100,Narc,,11770,,,
36490100,Casablanca,,9277,,,256331
36510100,Universal Soldier II: The Return,,,,,
36570100,Raise Your Voice,,,,,
36590100,Love Happens,,,26264017,,929336
36760100,La Môme,,,,,
36780100,Shopgirl,,,,,
36810100,Pathfinder,,,,,
36860100,Kinsey,,,,,
36890100,House of the Dead,,,,,
36920100,Facing the Giants,,,,,
36940100,Domino,,,,,
36960100,The Spanish Prisoner,,,,,
36990100,The Fountain,,,,,
37020100,Extract,,,8261404,,
37040100,Swimming Pool,,,,,
37080100,The Wash,,,,,
37170100,Sen to Chihiro no Kamikakushi,,,,,
37180100,Cry Wolf,,,,,
37220100,Next Day Air,,,0,,
37240100,Le Violon rouge,,,,,
37280100,Penelope,,,,,
37290100,Bratz,,,,,
37570100,King Kong,,,,,
37690100,Brazil,,,,,
37800100,The Express,,,,,
37840100,Rendition,,134288,,,
37970100,Belly,,,,,
37980100,Sorority Row,,,12193772,,275328
38060100,Breakfast at Tiffany's,,,,,
38070100,Death Sentence,,,,,
38090100,Smart People,,,,,
38170100,Away We Go,,,9020439,,385616
38180100,Once,,,,,
38220100,The Visitor,,,,,
38240100,Sleepover,,,,,
38250100,Whiteout,,105210,19464695,,440075
38270100,Black Snake Moan,,,,,
38290100,Dragonball Evolution,,,,,363305
38390100,Fierce Creatures,,,,,
38520100,You Can Count on Me,,26046,,,
38530100,A Mighty Heart,,,,,
38580100,Street Fighter: The Legend of Chun-Li,,,,,
38710100,The Boy in the Striped Pyjamas,,,,,
38740100,The Ice Harvest,,,,,
38750100,Transamerica,,,,,
39070100,"Mystery, Alaska",,,,,
39090100,Saved!,,,,,
39150100,The Deep End,,,,,
39170100,Jennifer's Body,,,16041896,,928480
39220100,The Seeker: The Dark is Rising,,,,,
39380100,My Life in Ruins,,,11129586,,313164
39480100,Pollock,,,,,
39500100,Death at a Funeral,,50388,,,
39540100,Blue Velvet,,,,,
39570100,An Unfinished Life,,,,,
39600100,Sharks 3D,,,,,
39700100,Sex Drive,,,,,
39710100,All About Eve,,,,,
39860100,Tenacious D in: The Pick of Destiny,,,,,
39880100,The Man,,,,,
39900100,The Love Letter,,21557,,,
39940100,The Cooler,,,,,
40100100,A Simple Wish,,,,,
40110100,Cadillac Records,,,,,
40120100,Code Name: The Cleaner,,,,,
40130100,Delta Farce,,,,,
40180100,Mad Hot Ballroom,,,,,
40190100,Hoot,,,,,
40200100,Dirty Pretty Things,,,,,
40250100,Bella,,,,,
40280100,The Painted Veil,,,,,
40290100,Punisher: War Zone,,,,,338592
40710100,A Thousand Acres,,,,,
40730100,Miracle at St. Anna,,,,,
40760100,The Ice Storm,,172,,,
40790100,City of Ember,,,,,
40830100,The Night Listener,,,,,
40870100,Slither,,,,,
40880100,In Bruges,,,,,
40980100,The Return,,,,,
41030100,Expelled: No Intelligence Allowed,,877249,,,
41060100,The Collector,,,10427257,,514365
41120100,The Order,,,,,
41200100,Doogal,,,,,
41220100,Over Her Dead Body,,529,,,
41240100,Cidade de Deus,,,,,
41250100,El Cantante,,,,,
41280100,Proof,,18372,,,
41310100,Nothing Like the Holidays,,,2474996,,62035
41320100,Martian Child,,,,,
41410100,The Man Who Wasn't There,,,,,
41460100,A Good Year,,,,,
41490100,Taking Woodstock,,,,,
41580100,The Squid and the Whale,,,,,
41590100,The Condemned,,,,,
41670100,Bones,,,,,
41790100,Lola rennt,,222213,,,
41810100,Big Trouble,,163,,,
41860100,I Know Who Killed Me,,,,,
41880100,All the King's Men,,296032,,,
41890100,Mulholland Drive,,23339,,,761183
42000100,El orfanato,,,,,
42100100,Before the Devil Knows You're Dead,,,,,
42110100,How She Move,,,,,
42130100,Phat Girlz,,,,,
42150100,Pride,,660067,,,
42190100,Dolphins and Whales Tribes of the Ocean 3D,,,,,
42200100,Turistas,,,,,
42210100,Kissing Jessica Stein,,,,,
42270100,Crossover,,,,,
42290100,Bug,,,,,
42450100,Eraserhead,,153686,,,705784
42500100,Buena Vista Social Club,,,,,184119
42700100,Willard,,,,,
42710100,Redline,,839825,,,
42850100,In the Valley of Elah,,,,,
42860100,Running With Scissors,,,,,
42890100,The Forsaken,,,,,
43150100,The Savages,,,,,
43210100,It’s a Wonderful Life,,1434080,,,8277847
43240100,Millions,,,,,
43260100,Strange Wilderness,,,,,
43270100,Man cheng jin dai huang jin jia,,,,,
43310100,Maria Full of Grace,,,,,
43370100,Teacher's Pet: The Movie,,,,,
43470100,Brideshead Revisited,,,,,
43500100,The Rocker,,,,,
43580100,P2,,,,,
43620100,Post Grad,,,,,
43820100,Ghost World,,49500,,,
43920100,Ne le dis à personne,,,,,
43930100,Almost Heroes,,,,,
43940100,Nowhere in Africa,,,,,
43990100,Beyond the Sea,,,,,
44110100,Grandma’s Boy,,20717,,,
44250100,"Run, Fatboy, Run",,,,,
44290100,Rebecca,,,,,
44410100,Dial M for Murder,,,,,
44590100,Le Scaphandre et le Papillon,,,,,
44640100,Lars and the Real Girl,,109201,,,
44650100,Basic Instinct 2,,,,,
44660100,The Last Legion,,,,,
44680100,Evil Dead II,,,,,
44710100,Highlander,,,,,
44730100,The Boxer,,,,,
44760100,Feel the Noise,,,,,
44790100,Real Women Have Curves,,130948,,,
44910100,The Perfect Holiday,,,,,
44930100,The Station Agent,,,,,
44960100,Before Sunset,,,0,,
44970100,Luther,,,,,
45050100,Lucky You,,,,,
45090100,Spellbound,,,,,
45160100,Mongol,,,,,342950
45180100,RocknRolla,,,,,615741
45220100,Who's Your Caddy?,,250726,,,
45250100,Kundun,,,,,
45360100,Underclassman,,,,,
45470100,Iris,,408580,,,
45520100,For Your Consideration,,,,,
45540100,Let's Go to Prison,,,,,
45590100,Slums of Beverly Hills,,,,,
45600100,Der Untergang,,96158,,,
45610100,A Scanner Darkly,,,,,
45640100,Rescue Dawn,,34105,,,
45650100,Die Fälscher,,,,,
45670100,Little Children,,,,,
45760100,Amores Perros,,,,,
45780100,Shine a Light,,,,,
45860100,Made,,,,,
45870100,The Truth About Charlie,,,,,
45900100,Orlando,,,,,
